sent_id	sentence	mention	Llama-3	Mistral	Komodo	Merak
1363	London-Arsene Wenger yakin Arsenal masih bisa finis teratas di Premier League, meski tertinggal jauh dari Leicester City.	Arsenal	Arsenal Football Club	Arsenal Football Club	None	Arsenal Football Club
1363	London-Arsene Wenger yakin Arsenal masih bisa finis teratas di Premier League, meski tertinggal jauh dari Leicester City.	Leicester	Leicester City	Leicester City Football Club	None	Leicester City Football Club
1363	London-Arsene Wenger yakin Arsenal masih bisa finis teratas di Premier League, meski tertinggal jauh dari Leicester City.	City	Leicester City	Leicester City	None	Leicester City
808	Penyerahan bantuan sosial berupa program Keluarga Harapan (PKH), Asistensi Sosial Penyandang Disabilitas Berat (ASPDB), Asistensi Sosial Lanjut Usia (ASLU), Kartu Indonesia Pintar (KIP), dan Beras untuk Rakyat Sejahtera (Beras Rastra) dilakukan di Terminal Suasio, Halmahera Utara.	Halmahera Utara	Kabupaten Halmahera Utara	Pulau Halmahera Utara	None	Halmahera Utara
818	Tim paslon yang diusung Partai Demokrat-PAN juga menegaskan pihaknya tidak mencari cari masalah dan berprasangka buruk.	Partai Demokrat	None	Partai Demokrat	None	Partai Demokrat
818	Tim paslon yang diusung Partai Demokrat-PAN juga menegaskan pihaknya tidak mencari cari masalah dan berprasangka buruk.	PAN	None	Partai Aceh Negeri	None	Partai Amanat Nasional
2036	Sementara itu MU yang saat ini berada di posisi lima juga butuh hasil positif dan tambahan poin dalam usahanya mengejar posisi empat besar untuk mendapat tiket Liga Champions musim depan.	MU	None	Manchester United	None	Manchester United
1850	Toyota Sienta dikembangkan sesuai dengan karakter dan kebutuhan masyarakat Indonesia.	Toyota	Toyota Motor Corporation	Toyota Motor Corporation	None	Toyota Motor Corporation
1850	Toyota Sienta dikembangkan sesuai dengan karakter dan kebutuhan masyarakat Indonesia.	Indonesia	Republik Indonesia	Perserikatan Bangsa-Bangsa	Indonesia	Indonesia
68	Los Angeles-Walt Disney Co. memperkenalkan sebuah layanan baru yang memungkinkan anak di bawah umur 14 tahun membuat situs mini pribadi, seperti situs jaringan pertemanan MySpace.com.	Los Angeles	Kota Los Angeles	Perserikatan Disney Corporation	None	Los Angeles Walt Disney Co
68	Los Angeles-Walt Disney Co. memperkenalkan sebuah layanan baru yang memungkinkan anak di bawah umur 14 tahun membuat situs mini pribadi, seperti situs jaringan pertemanan MySpace.com.	Walt Disney Co.	The Walt Disney Company	Perusahaan Film Walt Disney Co.	None	Walt
68	Los Angeles-Walt Disney Co. memperkenalkan sebuah layanan baru yang memungkinkan anak di bawah umur 14 tahun membuat situs mini pribadi, seperti situs jaringan pertemanan MySpace.com.	MySpace.com	Myspace	Situs jaringan pertemanan My	None	MySpace.com
129	Acara pelantikan berlangsung di Ruang Utama Istana Negara, Jl Medan Merdeka Utara, Jakarta Pusat, Kamis (7/4/2016).	Istana Negara	None	Istana Negara	None	Istana Negara
129	Acara pelantikan berlangsung di Ruang Utama Istana Negara, Jl Medan Merdeka Utara, Jakarta Pusat, Kamis (7/4/2016).	Jakarta Pusat	Kota Administratif Jakarta Pusat	None	Jakarta Pusat	Jakarta Pusat
545	Sebelumnya, saat memimpin rapat terbatas membahas LRT, Presiden Jokowi menyentil Ahok karena belum memulai proyek LRT.	LRT	None	Light Rail Transit	Transrapid	LRT
545	Sebelumnya, saat memimpin rapat terbatas membahas LRT, Presiden Jokowi menyentil Ahok karena belum memulai proyek LRT.	Jokowi	Joko Widodo	Presiden Jokowi	Joko Widodo	Joko Widodo
545	Sebelumnya, saat memimpin rapat terbatas membahas LRT, Presiden Jokowi menyentil Ahok karena belum memulai proyek LRT.	Ahok	None	Anwar Abbas Hukum Oetoomo	Ahok	Ahok
545	Sebelumnya, saat memimpin rapat terbatas membahas LRT, Presiden Jokowi menyentil Ahok karena belum memulai proyek LRT.	LRT	None	Light Rail Transit	Transrapid	LRT
2063	Selanjutnya Jokowi juga memerintahkan kepada para menteri untuk ikut dalam penyusunan anggaran.	Jokowi	Joko Widodo	Presiden Joko Widodo	Joko Widodo	Joko Widodo
52	Lantas, adakah permintaan PDIP ke Presiden Jokowi soal posisi menteri yang layak diganti?	PDIP	None	Partai Demokrat Indonesia	None	Partai Demokrasi Indonesia Perjuangan
52	Lantas, adakah permintaan PDIP ke Presiden Jokowi soal posisi menteri yang layak diganti?	Jokowi	None	Presiden Joko Widodo	None	Joko Widodo
1095	menuliskan Taufik sebagai "Roger Federer dari Indonesia".Selain itu, anggaran itu juga untuk menambah fasilitas dan meningkatkan standar keamanan.	Taufik	None	Taufik Hidayat	Taufik Hidayat	Taufik Hidayat
1095	menuliskan Taufik sebagai "Roger Federer dari Indonesia".Selain itu, anggaran itu juga untuk menambah fasilitas dan meningkatkan standar keamanan.	Roger Federer	Roger Federer	Tenis Internasional Roger Federer dari	Taufik Hidayat	Taufik Hidayat
1095	menuliskan Taufik sebagai "Roger Federer dari Indonesia".Selain itu, anggaran itu juga untuk menambah fasilitas dan meningkatkan standar keamanan.	Indonesia	Republik Indonesia	Negara Indonesia	Indonesia	Taufik Hidayat
1945	PT Pos Indonesia (Persero) mengangkat sebanyak 5 tenaga Perjanjian Kerja Waktu Tertentu (PKWT), tenaga alih daya atau outsourcing (OS) serta Intake Renewal, sebagai pegawai tetap Pos Indonesia.	PT Pos Indonesia	Perusahaan Terbatas Pos Indonesia	Perseroan Terbatas Pos Indonesia	None	PT
1945	PT Pos Indonesia (Persero) mengangkat sebanyak 5 tenaga Perjanjian Kerja Waktu Tertentu (PKWT), tenaga alih daya atau outsourcing (OS) serta Intake Renewal, sebagai pegawai tetap Pos Indonesia.	Pos Indonesia	Perusahaan Umum Pos Indonesia	PT Pos Indonesia	None	PT Pos Indonesia
608	Hingga kini, ungkap Arwin, Telkom dan Bukaka SingTel belum mencapai kesepakatan harga dalam negosiasi buy out (pengambilalihan) pembangunan telekomunikasi di KTI yang selama ini dikerjakan dengan sistem kerja sama operasi (KSO) itu.	Arwin	None	Arwin	None	Arwin
608	Hingga kini, ungkap Arwin, Telkom dan Bukaka SingTel belum mencapai kesepakatan harga dalam negosiasi buy out (pengambilalihan) pembangunan telekomunikasi di KTI yang selama ini dikerjakan dengan sistem kerja sama operasi (KSO) itu.	Telkom	None	Telkom Indonesia	None	Telkom Indonesia Tbk
2088	Presiden Joko Widodo dalam waktu dekat dikabarkan akan segera melakukan reshuffle kabinet jilid II.	Joko Widodo	Joko Widodo	Presiden Joko Widodo	Joko Widodo	Joko Widodo
1375	"Dengan mengucap Bismillahirrahmanirrahim, saya nyatakan Bandara Internasional Juwata resmi dioperasikan," tambah Jokowi.	Bandara Internasional Juwata	Bandar Udara Internasional Tarakan Juwata	Bandara Internasional Juwata	Bandara Internasional Juw	Band
1375	"Dengan mengucap Bismillahirrahmanirrahim, saya nyatakan Bandara Internasional Juwata resmi dioperasikan," tambah Jokowi.	Jokowi	Joko Widodo	Presiden Joko Widodo	Joko Widodo	Jokowi
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Surabaya	Kota Surabaya	Pemkot Surabaya	None	Surabaya
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Surabaya	Kota Surabaya	Pemkot Surabaya	None	Surabaya
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Arief Afandi	Arief Afandi	Wakil Walikota Surabaya A	None	Arief Afandi
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Telkom	PT Telekomunikasi Indonesia	Telkomsel	None	Telkom Indonesia Tbk
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Jawa Timur	Jawa Timur	Provinsi Jawa Timur	None	Jawa Timur
1921	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Ignasius Jonan	None	Menhub Ignasius Jonan	Ignasius Wahyudi Jonan	Ignasius Jonan
1921	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Rudiantara	None	Menkominfo Rudiantara	None	Ignasius Jonan dan Rudiantara
232	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	Komisi Pemberantasan Korupsi	Komisi Pemberantasan Korupsi Kepada Republik Indonesia	Komisi P	Komisi Pemberantasan Korupsi	Kom
232	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	KPK	Komisi Pemberantasan Korupsi	Komisi Pemberantasan	Komisi Pemberantasan Korupsi	Komisi Pemberantasan Korupsi
368	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Golkar	None	Partai Golongan Karya	Partai Golongan Karya	Golongan Karya
368	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Aburizal Bakrie	None	Ketua Umum Golongan Kary	Aburizal Bakrie	Aburizal Bakrie
1786	Dari diskusi dengan beberapa pihak yang berwenang memunculkan banyak dugaan sambil menunggu hasil penyelidikan KNKT.	KNKT	None	None	Komisi Nasional Keselam	Komisi Nasional Hak Asasi Manusia
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	ZTE	None	Perusahaan Zhongxing Telecommunications Equipment Corporation	None	Zhongxin Telecommunications Equipment Corporation
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	iPhone	None	iPhone Apple	None	iPhone
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Apple	None	Apple Inc.	None	ZTE
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Samsung	None	Samsung Electronics	None	Samsung Electronics Co. Ltd
1520	Jadi partai yang ikut arahan dan aturan main presiden," kata Chief Executive Officer (CEO) Cyrus Network Hasan Nasbi kepada detikcom, Rabu (23/3/2016).	detikcom	None	detik.com	None	Cyrus Network Hasan Nasbi
1740	Dia menaruh harap kepada Jokowi untuk bisa menjalankan roda pemerintahan.	Jokowi	Joko Widodo	Presiden Joko Widodo	Joko Widodo	Joko Widodo
496	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Jonan	None	Bandara Juwata	None	Jonan
496	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Bandara Juwata	None	Bandara Juwata	None	Bandara Internasional Juwata
974	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	PKB	Partai Keadilan Bangsa	None	Partai Keadilan Raky	Partai Kebangkitan Bangsa
974	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	Daniel Johan	Wakil Sekretaris Jenderal Partai Kebangkitan Bang	Wasekjen PKB Daniel Johan	None	Daniel Johan
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Taman Ismail Marzuki	Taman Ismail Marzuki	None	None	T
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	TIM	Taman Ismail Marzuki	Taman Ismail Marzuki	None	Taman Ismail Marzuki
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Cikini	Cikini	Taman Ismail Marzuki	None	Taman Ismail Marzuki
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Jakarta Pusat	Kota Administratif Jakarta Pusat	Kota Istimewa Jakarta Pusat	None	Taman Ismail Marzuki
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	DKI Jakarta	Pemerintah Daerah Khusus Ibukota Jakarta	None	None	Dinas Perhubungan dan Transportasi DKI Jakarta
112	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Arsenal	Arsenal Football Club	Perserikatan Sepak Bola Arsenal	None	Arsenal Football Club
112	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Leicester	Leicester City F	Leicester City Football Club	None	Leicester City Football Club
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Leverkusen	Bayer Leverkusen	Bayer 04 Leverkusen	None	Bayer Leverkusen
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Wolfsburg	VfL Wolfsburg	Wolfsburger Sport-Club e.V	None	VfL Wolfsburg
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Madrid	Real Madrid	Real Madrid Club de Fútbol	None	Real Madrid C.F
1308	Untuk diketahui, ini merupakan Sidang Paripurna pertama kali yang dilakukan oleh Jokowi di Gedung Setneg.	Jokowi	Joko Widodo	Presiden Joko Widodo	Joko Widodo	Presiden Joko Widodo
252	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	Wolfsburg	VfL Wolfsburg	Wolfsburger Sport-Club e.V	None	VfL Wolfsburg
252	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	Madrid	Real Madrid	Spanyol	None	Real Madrid C.F
299	Wujud Galaxy S III dalam bocoran ini tampak konsisten dengan trend desain Samsung selama ini.	Samsung	Samsung Electronics	None	None	Samsung Electronics Co. Ltd
1044	Yang penting pelayanan masyarakat bisa terjaga dan masyarakat jangan justru kecewa, masyarakat harus dijaga," tambah Pratikno.	Pratikno	None	Kepala Dinas Pemerintahan Pratik	None	None
121	Di atas kertas, Federer akan mudah melumat Davydenko.	Federer	Roger Federer	Roger Federer	None	Roger Federer
121	Di atas kertas, Federer akan mudah melumat Davydenko.	Davydenko	Nikolay Davydenko	Marat Davydenko	None	Davydenko
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Singapura	None	Neg	None	Lee Kuan Yew
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Lee Kuan Yew	None	Lee Kuan Y	None	Lee
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri	Megawati Soekarnoputri	Megawati Soekarnoputri	None	Megawati Soekarnoputri
1709	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	Zidane	None	Zinedine Zidane	None	Zinedine Zidane
1709	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	UEFA	Uni Eropa Sepak Bola Asosiasi	Perserikatan Undang-Undang Eropa	Perserikatan Eropah	UEFA
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Klopp	None	Jürgen Klopp	Jurgen Klopp	Jürgen Norbert Klopp
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Die Borussen	Borussia Dortmund	Borussia Dortmund	None	Borussia Dortmund
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Bundesliga	Liga Utama Jerman	Bundesliga	None	Bundesliga
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Jerman	Piala Super Jerman	Perserikatan Negara Jerman	None	Bayern Munich
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Madrid	Real Madrid	Spanyol	None	Real Madrid C.F
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Casemiro	None	Casemiro Luiz Mel	None	Casemiro Fernandes Silva
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Karim Benzema	Karim Benzema	Karim Benzema	None	Karim Benzema
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Wolfsburg	VfL Wolfsburg	Perserikatan Wolfsburg	None	None
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat	Perserikatan Dewan Amerika Serikat-ASEAN	Amer	AS
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat	Perserikatan Dewan Amerika Serikat-ASEAN	Amer	AS
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	ASEAN	Association of Southeast Asian Nations	Association of Southeast Asian Nations	Asosiasi Bangsa	Association of Southeast Asian Nations
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat	Perserikatan Dewan Amerika Serikat-ASEAN	Amer	AS
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	ASEAN	Association of Southeast Asian Nations	Association of Southeast Asian Nations	Asosiasi Bangsa	Association of Southeast Asian Nations
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Obama	Barack Obama	Barack Obama	Barack Obama	Barack Obama
1784	Bahkan, Hed mengatakan, sudah ada yang mengusulkan pihaknya membuat taman hiburan alias theme park ala Disneyland.	Disneyland	Disneyland Resort	None	None	Disneyland
1288	Sementara itu saat ditemui terpisah, Dirjen Perhubungan Udara Suprasetyo mengatakan kemungkinan Dwi ditolak lantaran tidak ada pendamping.	Perhubungan Udara	Direktorat Jenderal Perhubungan Udara	Direktor	None	Dirjen Perhubungan Udara
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Johan	None	Grab Taksi dan Uber	Johan Budiarto	Johan
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Grab	Grab Taxi	Grab Taksi	None	Grab
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Uber	Uber Technologies	Uber	None	Uber
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang	None	Ruas Lemah Abang-Slipi	None	Lemah Abang-Slipi
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Slipi	None	Ruas Lemah Abang-Slipi	None	Slipi
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Jakarta	Daerah Khusus Ibukota Jakarta	Kota Jakarta	None	Jakarta
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Excelcom	None	Excelcom Global Services	None	Excelcom
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang	None	Ruas Lemah Abang-Slipi	None	Lemah Abang-Slipi
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Jakarta	Daerah Khusus Ibukota Jakarta	Kota Jakarta	None	Jakarta
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Telkom	PT Telekomunikasi Indonesia	Persero Telekomunikasi Indonesia	None	Telkom Indonesia
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Siti Nurbaya	None	Menteri Siti Nurbaya	Siti Nurbaya Bakrie	Menteri Lingkungan Hidup dan Kehutanan Siti Nurbaya
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Jakarta	None	Kota Jakarta	None	Siti Nurbaya
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Risma	None	Risma	Risma	Siti Nurbaya
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Pemkot Surabaya	Pemerintah Kota Surabaya	P	None	Pemerintah Kota Surabaya
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Indofood	PT Indofood Sukses Makmur	Indofood Suks	None	Indofood Sukses Makmur Tbk
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Wisma Indocement	Wisma Indocement Pudjiastuti 	Wisma Gedung Indoce	None	Wisma Indocement
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Jalan Sudirman	Jalan Sudirman	Wis	None	Jalan Sudirman
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Jakarta	Daerah Khusus Ibukota Jakarta	Wis	None	Jakarta
483	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Arnold	None	None	None	Arnold Schwarzenegger
483	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Marcelo	None	None	None	Marcelo
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	detikINET	Detik	detik.com	None	detikINET
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Gizmodo	None	Situs web teknologi elektronik G	None	Gizmodo
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Samsung	None	Samsung Electronics	None	Samsung Electronics Co. Ltd
1899	Kami harus fokus pada hal itu dan melupakan soal tim-tim lain dan apakah mereka menang atau kalah," ujar Gabriel di situs resmi klub.	Gabriel	None	Ketua Tim	None	Gabriel
1927	Apa sikap Mega itu bisa disebut egois karena kadernya tidak ada yang jadi menteri?"	Mega	None	None	None	Megawati Soekarnoputri
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Grab	None	Grab Indonesia	None	Grab
