sent_id	sentence	entity	uri
802	"Lihatlah tulang-belulang ( keledai itu )  bagaimana Kami menyusunnya kembali  kemudian Kami membalutnya dengan daging ( sehingga hidup kembali ) . "" Maka  ketika telah nyata baginya  dia pun berkata  "" Aku mengetahui bahwa Allah Mahakuasa atas segala sesuatu . "" ( Ingatlah ) ketika Ibrahim berkata  "" Ya Tuhanku  perlihatkanlah kepadaku bagaimana Engkau menghidupkan orang-orang mati . "" Dia ( Allah ) berfirman  "" Belum percayakah engkau ? """	Ibrahim	http://www.wikidata.org/entity/Q1768161
802	"Lihatlah tulang-belulang ( keledai itu )  bagaimana Kami menyusunnya kembali  kemudian Kami membalutnya dengan daging ( sehingga hidup kembali ) . "" Maka  ketika telah nyata baginya  dia pun berkata  "" Aku mengetahui bahwa Allah Mahakuasa atas segala sesuatu . "" ( Ingatlah ) ketika Ibrahim berkata  "" Ya Tuhanku  perlihatkanlah kepadaku bagaimana Engkau menghidupkan orang-orang mati . "" Dia ( Allah ) berfirman  "" Belum percayakah engkau ? """	Allah	http://www.wikidata.org/entity/Q2095353
1559	Ketahuilah ) sesungguhnya semua kemuliaan itu milik Allah . Sungguh  Allah telah menurunkan ( ketentuan ) bagimu dalam Kitab ( Al-Qur'an ) bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan ( oleh orang-orang kafir )  janganlah kamu duduk bersama mereka hingga mereka memasuki pembicaraan yang lain .	Allah	http://www.wikidata.org/entity/Q2095353
1559	Ketahuilah ) sesungguhnya semua kemuliaan itu milik Allah . Sungguh  Allah telah menurunkan ( ketentuan ) bagimu dalam Kitab ( Al-Qur'an ) bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan ( oleh orang-orang kafir )  janganlah kamu duduk bersama mereka hingga mereka memasuki pembicaraan yang lain .	Allah	http://www.wikidata.org/entity/Q2095353
1559	Ketahuilah ) sesungguhnya semua kemuliaan itu milik Allah . Sungguh  Allah telah menurunkan ( ketentuan ) bagimu dalam Kitab ( Al-Qur'an ) bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan ( oleh orang-orang kafir )  janganlah kamu duduk bersama mereka hingga mereka memasuki pembicaraan yang lain .	Al-Qur'an	http://www.wikidata.org/entity/Q428
1559	Ketahuilah ) sesungguhnya semua kemuliaan itu milik Allah . Sungguh  Allah telah menurunkan ( ketentuan ) bagimu dalam Kitab ( Al-Qur'an ) bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan ( oleh orang-orang kafir )  janganlah kamu duduk bersama mereka hingga mereka memasuki pembicaraan yang lain .	Allah	http://www.wikidata.org/entity/Q2095353
1577	Allah tidak menyukai perkataan buruk ( yang diucapkan ) secara terus terang  kecuali oleh orang yang dizalimi .	Allah	http://www.wikidata.org/entity/Q2095353
1540	Hanya milik Allah apa yang ada di langit dan apa yang ada di bumi .	Allah	http://www.wikidata.org/entity/Q2095353
1540	Hanya milik Allah apa yang ada di langit dan apa yang ada di bumi .	bumi	http://www.wikidata.org/entity/Q2
200	Allah menyeru ( manusia ) ke Dārussalām ( surga ) dan memberi petunjuk kepada siapa yang Dia kehendaki menuju jalan yang lurus ( berdasarkan kesiapannya untuk menerima petunjuk ) .	Allah	http://www.wikidata.org/entity/Q2095353
1664	Sesungguhnya Allah Maha Mengetahui segala isi hati .	Allah	http://www.wikidata.org/entity/Q2095353
393	Mereka mengikuti apa yang dibaca oleh setan-setan pada masa Kerajaan Sulaiman .	Sulaiman	http://www.wikidata.org/entity/Q1768167
343	"Maka  Kami jadikan ( yang demikian ) itu sebagai peringatan bagi orang-orang pada masa itu dan bagi mereka yang datang kemudian  serta menjadi pelajaran bagi orang-orang yang bertakwa . ( Ingatlah ) ketika Musa berkata kepada kaumnya  "" Allah memerintahkan kamu agar menyembelih seekor sapi . "" Mereka bertanya  "" Apakah engkau akan menjadikan kami sebagai ejekan ? """	Musa	http://www.wikidata.org/entity/Q1990155
343	"Maka  Kami jadikan ( yang demikian ) itu sebagai peringatan bagi orang-orang pada masa itu dan bagi mereka yang datang kemudian  serta menjadi pelajaran bagi orang-orang yang bertakwa . ( Ingatlah ) ketika Musa berkata kepada kaumnya  "" Allah memerintahkan kamu agar menyembelih seekor sapi . "" Mereka bertanya  "" Apakah engkau akan menjadikan kami sebagai ejekan ? """	Allah	http://www.wikidata.org/entity/Q2095353
1114	Jika kamu ( pada Perang Uhud ) mendapat luka  maka mereka pun ( pada Perang Badar ) mendapat luka yang serupa .	Perang Uhud	http://www.wikidata.org/entity/Q488278
1114	Jika kamu ( pada Perang Uhud ) mendapat luka  maka mereka pun ( pada Perang Badar ) mendapat luka yang serupa .	Perang Badar	http://www.wikidata.org/entity/Q486124
1816	Setelah itu Allah menerima tobat mereka  kemudian banyak di antara mereka buta dan tuli ( lagi ) .	Allah	http://www.wikidata.org/entity/Q2095353
1783	Bertakwalah kepada Allah jika kamu orang-orang mukmin .	Allah	http://www.wikidata.org/entity/Q2095353
20	"Kesudahan ( yang baik ) adalah bagi orang-orang yang bertakwa . "" Mereka ( kaum Musa ) berkata  "" Kami telah ditindas ( oleh Fir'aun ) sebelum engkau datang kepada kami dan setelah engkau datang . "" ( Musa ) menjawab  "" Mudah-mudahan Tuhanmu membinasakan musuhmu dan menjadikan kamu penguasa di bumi lalu Dia akan melihat bagaimana perbuatanmu . "" Sungguh  Kami telah menghukum Fir'aun dan kaumnya dengan ( mendatangkan ) kemarau panjang dan kekurangan buah-buahan agar mereka mengambil pelajaran ."	Musa	http://www.wikidata.org/entity/Q1990155
20	"Kesudahan ( yang baik ) adalah bagi orang-orang yang bertakwa . "" Mereka ( kaum Musa ) berkata  "" Kami telah ditindas ( oleh Fir'aun ) sebelum engkau datang kepada kami dan setelah engkau datang . "" ( Musa ) menjawab  "" Mudah-mudahan Tuhanmu membinasakan musuhmu dan menjadikan kamu penguasa di bumi lalu Dia akan melihat bagaimana perbuatanmu . "" Sungguh  Kami telah menghukum Fir'aun dan kaumnya dengan ( mendatangkan ) kemarau panjang dan kekurangan buah-buahan agar mereka mengambil pelajaran ."	Fir'aun	http://www.wikidata.org/entity/Q37110
20	"Kesudahan ( yang baik ) adalah bagi orang-orang yang bertakwa . "" Mereka ( kaum Musa ) berkata  "" Kami telah ditindas ( oleh Fir'aun ) sebelum engkau datang kepada kami dan setelah engkau datang . "" ( Musa ) menjawab  "" Mudah-mudahan Tuhanmu membinasakan musuhmu dan menjadikan kamu penguasa di bumi lalu Dia akan melihat bagaimana perbuatanmu . "" Sungguh  Kami telah menghukum Fir'aun dan kaumnya dengan ( mendatangkan ) kemarau panjang dan kekurangan buah-buahan agar mereka mengambil pelajaran ."	Musa	http://www.wikidata.org/entity/Q1990155
20	"Kesudahan ( yang baik ) adalah bagi orang-orang yang bertakwa . "" Mereka ( kaum Musa ) berkata  "" Kami telah ditindas ( oleh Fir'aun ) sebelum engkau datang kepada kami dan setelah engkau datang . "" ( Musa ) menjawab  "" Mudah-mudahan Tuhanmu membinasakan musuhmu dan menjadikan kamu penguasa di bumi lalu Dia akan melihat bagaimana perbuatanmu . "" Sungguh  Kami telah menghukum Fir'aun dan kaumnya dengan ( mendatangkan ) kemarau panjang dan kekurangan buah-buahan agar mereka mengambil pelajaran ."	bumi	http://www.wikidata.org/entity/Q2
20	"Kesudahan ( yang baik ) adalah bagi orang-orang yang bertakwa . "" Mereka ( kaum Musa ) berkata  "" Kami telah ditindas ( oleh Fir'aun ) sebelum engkau datang kepada kami dan setelah engkau datang . "" ( Musa ) menjawab  "" Mudah-mudahan Tuhanmu membinasakan musuhmu dan menjadikan kamu penguasa di bumi lalu Dia akan melihat bagaimana perbuatanmu . "" Sungguh  Kami telah menghukum Fir'aun dan kaumnya dengan ( mendatangkan ) kemarau panjang dan kekurangan buah-buahan agar mereka mengambil pelajaran ."	Fir'aun	http://www.wikidata.org/entity/Q37110
914	Allah sangat keras hukuman-Nya .	Allah	http://www.wikidata.org/entity/Q2095353
2541	Allah membuat perumpamaan seorang hamba sahaya di bawah kekuasaan orang lain  yang tidak berdaya berbuat sesuatu  dengan seorang yang Kami anugerahi rezeki yang baik dari Kami .	Allah	http://www.wikidata.org/entity/Q2095353
1823	Almasih putra Maryam hanyalah seorang rasul . Sebelumnya pun sudah berlalu beberapa rasul .	Almasih putra Maryam	http://www.wikidata.org/entity/Q51664
181	Sungguh  aku telah tinggal bersamamu beberapa lama sebelumnya ( sebelum turun Al-Qur'an ) .	Al-Qur'an	http://www.wikidata.org/entity/Q428
1556	Sesungguhnya orang-orang yang beriman  lalu kufur  kemudian beriman ( lagi )  kemudian kufur ( lagi )  lalu bertambah kekufurannya  Allah tidak akan mengampuninya dan tidak ( pula ) menunjukkan kepadanya jalan ( yang lurus ) .	Allah	http://www.wikidata.org/entity/Q2095353
1905	"Itulah kemenangan yang agung . "" Hanya milik Allah kerajaan langit dan bumi serta apa pun yang ada di dalamnya ."	Allah	http://www.wikidata.org/entity/Q2095353
1905	"Itulah kemenangan yang agung . "" Hanya milik Allah kerajaan langit dan bumi serta apa pun yang ada di dalamnya ."	bumi	http://www.wikidata.org/entity/Q2
1688	Dengannya ( kitab suci ) Allah menunjukkan kepada orang yang mengikuti rida-Nya jalan-jalan keselamatan  mengeluarkannya dari berbagai kegelapan menuju cahaya dengan izin-Nya  dan menunjukkan kepadanya ( satu ) jalan yang lurus .	Allah	http://www.wikidata.org/entity/Q2095353
2562	"Apabila orang-orang yang mempersekutukan ( Allah ) melihat sekutu-sekutu mereka  mereka berkata  "" Wahai Tuhan kami  mereka inilah sekutu-sekutu kami yang dahulu kami sembah selain Engkau . "" Lalu sekutu-sekutu mereka melontarkan ucapan kepada mereka  "" Sesungguhnya kamu benar-benar para pendusta . "" Pada hari itu mereka menyatakan tunduk kepada Allah dan lenyaplah dari mereka apa yang selalu mereka ada-adakan ."	Allah	http://www.wikidata.org/entity/Q2095353
2562	"Apabila orang-orang yang mempersekutukan ( Allah ) melihat sekutu-sekutu mereka  mereka berkata  "" Wahai Tuhan kami  mereka inilah sekutu-sekutu kami yang dahulu kami sembah selain Engkau . "" Lalu sekutu-sekutu mereka melontarkan ucapan kepada mereka  "" Sesungguhnya kamu benar-benar para pendusta . "" Pada hari itu mereka menyatakan tunduk kepada Allah dan lenyaplah dari mereka apa yang selalu mereka ada-adakan ."	Allah	http://www.wikidata.org/entity/Q2095353
1454	Siapa yang tidak mendapatkan ( hamba sahaya ) hendaklah berpuasa dua bulan berturut-turut sebagai ( ketetapan ) cara bertobat dari Allah .	Allah	http://www.wikidata.org/entity/Q2095353
2480	"Orang-orang yang musyrik berkata  "" Seandainya Allah menghendaki  niscaya kami dan nenek moyang kami tidak akan menyembah sesuatu apa pun selain-Nya dan tidak ( pula ) mengharamkan sesuatu pun tanpa ( ketetapan ) - Nya . "" Demikianlah orang-orang ( kafir ) sebelumnya berbuat ."	Allah	http://www.wikidata.org/entity/Q2095353
1524	Pahala dari Allah ) bukanlah ( menurut ) angan-anganmu dan bukan ( pula menurut ) angan-angan Ahlulkitab . Siapa yang mengerjakan kejahatan niscaya akan dibalas sesuai dengan ( kejahatan itu ) dan dia tidak akan menemukan untuknya pelindung serta penolong selain Allah .	Allah	http://www.wikidata.org/entity/Q2095353
1524	Pahala dari Allah ) bukanlah ( menurut ) angan-anganmu dan bukan ( pula menurut ) angan-angan Ahlulkitab . Siapa yang mengerjakan kejahatan niscaya akan dibalas sesuai dengan ( kejahatan itu ) dan dia tidak akan menemukan untuknya pelindung serta penolong selain Allah .	Allah	http://www.wikidata.org/entity/Q2095353
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Allah	http://www.wikidata.org/entity/Q2095353
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Isa	http://www.wikidata.org/entity/Q51664
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Taurat	http://www.wikidata.org/entity/Q2383104
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Injil	http://www.wikidata.org/entity/Q1762323
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Allah	http://www.wikidata.org/entity/Q2095353
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Bani Israil	http://www.wikidata.org/entity/Q2605404
970	"Maka  jadilah sesuatu itu . Dia ( Allah ) mengajarkan kepadanya ( Isa ) kitab  hikmah  Taurat  dan Injil . ( Allah akan menjadikannya ) sebagai seorang rasul kepada Bani Israil . ( Isa berkata  ) "" Sesungguhnya aku telah datang kepadamu dengan tanda ( mukjizat ) dari Tuhanmu  sesungguhnya aku membuatkan bagimu ( sesuatu ) dari tanah yang berbentuk seperti burung ."	Isa	http://www.wikidata.org/entity/Q51664
84	Padahal  pada hari-hari yang bukan Sabat ikan-ikan itu tidak datang kepada mereka .	Sabat	http://www.wikidata.org/entity/Q102477
1598	Tidak ada seorang pun di antara Ahlulkitab  kecuali beriman kepadanya ( Isa ) menjelang kematiannya .	Isa	http://www.wikidata.org/entity/Q51664
1073	Allah Maha Mengetahui orang-orang bertakwa .	Allah	http://www.wikidata.org/entity/Q2095353
1999	"Katakanlah ( Nabi Muhammad )  "" Siapakah yang dapat menyelamatkanmu dari berbagai kegelapan ( bencana ) di darat dan di laut  ketika kamu berdoa kepada-Nya dengan rendah hati dan dengan suara yang lembut ( dengan berkata )  ' Sungguh  jika Dia menyelamatkan kami dari ( bencana ) ini  tentulah kami menjadi orang-orang yang bersyukur . ' "" Katakanlah ( Nabi Muhammad )  "" Allah yang menyelamatkanmu darinya ( bencana itu ) dan dari segala macam kesusahan ."	Muhammad	http://www.wikidata.org/entity/Q9458
1999	"Katakanlah ( Nabi Muhammad )  "" Siapakah yang dapat menyelamatkanmu dari berbagai kegelapan ( bencana ) di darat dan di laut  ketika kamu berdoa kepada-Nya dengan rendah hati dan dengan suara yang lembut ( dengan berkata )  ' Sungguh  jika Dia menyelamatkan kami dari ( bencana ) ini  tentulah kami menjadi orang-orang yang bersyukur . ' "" Katakanlah ( Nabi Muhammad )  "" Allah yang menyelamatkanmu darinya ( bencana itu ) dan dari segala macam kesusahan ."	Muhammad	http://www.wikidata.org/entity/Q9458
1999	"Katakanlah ( Nabi Muhammad )  "" Siapakah yang dapat menyelamatkanmu dari berbagai kegelapan ( bencana ) di darat dan di laut  ketika kamu berdoa kepada-Nya dengan rendah hati dan dengan suara yang lembut ( dengan berkata )  ' Sungguh  jika Dia menyelamatkan kami dari ( bencana ) ini  tentulah kami menjadi orang-orang yang bersyukur . ' "" Katakanlah ( Nabi Muhammad )  "" Allah yang menyelamatkanmu darinya ( bencana itu ) dan dari segala macam kesusahan ."	Allah	http://www.wikidata.org/entity/Q2095353
2547	Allah ( segala ) yang tersembunyi di langit dan di bumi . Urusan kejadian Kiamat itu hanya seperti sekejap mata atau lebih cepat ( lagi ) .	Allah	http://www.wikidata.org/entity/Q2095353
2547	Allah ( segala ) yang tersembunyi di langit dan di bumi . Urusan kejadian Kiamat itu hanya seperti sekejap mata atau lebih cepat ( lagi ) .	bumi	http://www.wikidata.org/entity/Q2
2547	Allah ( segala ) yang tersembunyi di langit dan di bumi . Urusan kejadian Kiamat itu hanya seperti sekejap mata atau lebih cepat ( lagi ) .	Kiamat	http://www.wikidata.org/entity/Q12200906
1966	Sungguh  Kami telah mengutus ( para rasul ) kepada umat-umat sebelum engkau  ( tetapi mereka membangkang  ) kemudian Kami siksa mereka dengan ( menimpakan ) kemelaratan dan kesengsaraan  agar tunduk merendahkan diri ( kepada Allah ) .	Allah	http://www.wikidata.org/entity/Q2095353
435	Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu ( Nabi Muhammad ) sehingga engkau mengikuti agama mereka .	Orang-orang Yahudi	http://www.wikidata.org/entity/Q7325
435	Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu ( Nabi Muhammad ) sehingga engkau mengikuti agama mereka .	Nasrani	http://www.wikidata.org/entity/Q106039
435	Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu ( Nabi Muhammad ) sehingga engkau mengikuti agama mereka .	Muhammad	http://www.wikidata.org/entity/Q9458
1708	Sesungguhnya aku takut kepada Allah  Tuhan semesta alam .	Allah	http://www.wikidata.org/entity/Q2095353
1708	Sesungguhnya aku takut kepada Allah  Tuhan semesta alam .	Tuhan semesta alam	http://www.wikidata.org/entity/Q2095353
907	"Orang-orang yang ilmunya mendalam berkata  "" Kami beriman kepadanya ( Al-Qur'an )  semuanya dari Tuhan kami . "" Tidak ada yang dapat mengambil pelajaran  kecuali ululalbab . ( Mereka berdoa  ) "" Wahai Tuhan kami  janganlah Engkau jadikan hati kami berpaling setelah Engkau berikan petunjuk kepada kami dan anugerahkanlah kepada kami rahmat dari hadirat-Mu ."	Al-Qur'an	http://www.wikidata.org/entity/Q428
1643	bagimu hewan ternak  kecuali yang akan disebutkan kepadamu ( keharamannya ) dengan tidak menghalalkan berburu ketika kamu sedang berihram ( haji atau umrah ) . Sesungguhnya Allah menetapkan hukum sesuai dengan yang Dia kehendaki .	haji	http://www.wikidata.org/entity/Q234915
1643	bagimu hewan ternak  kecuali yang akan disebutkan kepadamu ( keharamannya ) dengan tidak menghalalkan berburu ketika kamu sedang berihram ( haji atau umrah ) . Sesungguhnya Allah menetapkan hukum sesuai dengan yang Dia kehendaki .	umrah	http://www.wikidata.org/entity/Q640480
1643	bagimu hewan ternak  kecuali yang akan disebutkan kepadamu ( keharamannya ) dengan tidak menghalalkan berburu ketika kamu sedang berihram ( haji atau umrah ) . Sesungguhnya Allah menetapkan hukum sesuai dengan yang Dia kehendaki .	Allah	http://www.wikidata.org/entity/Q2095353
1885	Wahai orang-orang yang beriman  persaksian di antara kamu  apabila telah datang kepada salah seorang ( di antara ) kamu ( tanda-tanda ) kematian  sedangkan dia akan berwasiat  adalah dua orang yang adil di antara kamu atau dua orang selain kamu ( nonmuslim ) jika kamu dalam perjalanan di bumi lalu kamu ditimpa musibah kematian .	bumi	http://www.wikidata.org/entity/Q2
2616	Sesungguhnya Tuhanmu benar-benar akan memberi keputusan di antara mereka pada hari Kiamat tentang apa yang mereka perselisihkan .	hari Kiamat	http://www.wikidata.org/entity/Q12200906
2008	Tidak ada baginya pelindung dan pemberi syafaat ( pertolongan ) selain Allah .	Allah	http://www.wikidata.org/entity/Q2095353
1757	Siapa yang tidak memutuskan ( suatu urusan ) menurut ketentuan yang diturunkan Allah  maka mereka itulah orang-orang fasik .	Allah	http://www.wikidata.org/entity/Q2095353
2594	Mereka itulah orang-orang yang Allah kunci hati  pendengaran  dan penglihatannya .	Allah	http://www.wikidata.org/entity/Q2095353
1123	Setiap yang bernyawa tidak akan mati  kecuali dengan izin Allah sebagai ketetapan yang telah ditentukan waktunya .	Allah	http://www.wikidata.org/entity/Q2095353
662	Allah mengetahui orang yang berbuat kerusakan dan yang berbuat kebaikan .	Allah	http://www.wikidata.org/entity/Q2095353
1282	Sesungguhnya Allah adalah Maha Penerima tobat lagi Maha Penyayang .	Allah	http://www.wikidata.org/entity/Q2095353
314	Wahai Bani Israil  ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu dan sesungguhnya Aku telah melebihkan kamu daripada semua umat di alam ini ( pada masa itu ) .	Bani Israil	http://www.wikidata.org/entity/Q2605404
1335	Sembahlah Allah dan janganlah kamu mempersekutukan-Nya dengan sesuatu apa pun .	Allah	http://www.wikidata.org/entity/Q2095353
1696	"Wahai kaumku  masuklah ke tanah suci ( Baitulmaqdis ) yang telah Allah tentukan bagimu dan janganlah berbalik ke belakang ( karena takut kepada musuh )  nanti kamu menjadi orang-orang yang rugi . "" Mereka berkata  "" Wahai Musa  sesungguhnya di dalamnya ( negeri itu ) ada orang-orang yang sangat kuat dan kejam ."	Baitulmaqdis	http://www.wikidata.org/entity/Q1218
1696	"Wahai kaumku  masuklah ke tanah suci ( Baitulmaqdis ) yang telah Allah tentukan bagimu dan janganlah berbalik ke belakang ( karena takut kepada musuh )  nanti kamu menjadi orang-orang yang rugi . "" Mereka berkata  "" Wahai Musa  sesungguhnya di dalamnya ( negeri itu ) ada orang-orang yang sangat kuat dan kejam ."	Allah	http://www.wikidata.org/entity/Q2095353
1696	"Wahai kaumku  masuklah ke tanah suci ( Baitulmaqdis ) yang telah Allah tentukan bagimu dan janganlah berbalik ke belakang ( karena takut kepada musuh )  nanti kamu menjadi orang-orang yang rugi . "" Mereka berkata  "" Wahai Musa  sesungguhnya di dalamnya ( negeri itu ) ada orang-orang yang sangat kuat dan kejam ."	Musa	http://www.wikidata.org/entity/Q1990155
1931	"Katakanlah  "" Allah . Dia menjadi saksi antara aku dan kamu ."	Allah	http://www.wikidata.org/entity/Q2095353
2404	Jika engkau ( Nabi Muhammad ) berada dalam keraguan tentang apa ( kisah nabi-nabi terdahulu ) yang Kami turunkan kepadamu  tanyakanlah kepada orang-orang yang membaca kitab sebelum kamu .	Muhammad	http://www.wikidata.org/entity/Q9458
190	"aku pun termasuk orang-orang yang menunggu bersamamu . "" Apabila Kami memberikan suatu rahmat kepada manusia setelah bencana menimpa mereka  mereka segera melakukan segala tipu daya ( untuk menentang ) ayat-ayat Kami . Katakanlah  "" Allah lebih cepat pembalasan-Nya ( atas tipu daya itu ) . "" Sesungguhnya malaikat-malaikat Kami mencatat tipu dayamu ."	Allah	http://www.wikidata.org/entity/Q2095353
1893	"Isa menjawab  "" Bertak-walah kepada Allah jika kamu orang-orang mukmin . "" Mereka berkata  "" Kami ingin makan darinya ( hidangan itu ) dan agar tenteram hati kami serta agar kami yakin bahwa engkau telah berkata benar kepada kami  dan atasnya ( hidangan itu ) kami termasuk orang-orang yang menjadi saksi . "" Isa putra Maryam berdoa  "" Ya Allah Tuhan kami  turunkanlah kepada kami hidangan dari langit ( yang hari turunnya ) akan menjadi hari raya bagi kami  yaitu bagi orang-orang yang sekarang bersama kami maupun yang datang setelah kami  dan menjadi tanda bagi kekuasaan-Mu . Berilah kami rezeki ."	Isa	http://www.wikidata.org/entity/Q51664
1893	"Isa menjawab  "" Bertak-walah kepada Allah jika kamu orang-orang mukmin . "" Mereka berkata  "" Kami ingin makan darinya ( hidangan itu ) dan agar tenteram hati kami serta agar kami yakin bahwa engkau telah berkata benar kepada kami  dan atasnya ( hidangan itu ) kami termasuk orang-orang yang menjadi saksi . "" Isa putra Maryam berdoa  "" Ya Allah Tuhan kami  turunkanlah kepada kami hidangan dari langit ( yang hari turunnya ) akan menjadi hari raya bagi kami  yaitu bagi orang-orang yang sekarang bersama kami maupun yang datang setelah kami  dan menjadi tanda bagi kekuasaan-Mu . Berilah kami rezeki ."	Allah	http://www.wikidata.org/entity/Q2095353
1893	"Isa menjawab  "" Bertak-walah kepada Allah jika kamu orang-orang mukmin . "" Mereka berkata  "" Kami ingin makan darinya ( hidangan itu ) dan agar tenteram hati kami serta agar kami yakin bahwa engkau telah berkata benar kepada kami  dan atasnya ( hidangan itu ) kami termasuk orang-orang yang menjadi saksi . "" Isa putra Maryam berdoa  "" Ya Allah Tuhan kami  turunkanlah kepada kami hidangan dari langit ( yang hari turunnya ) akan menjadi hari raya bagi kami  yaitu bagi orang-orang yang sekarang bersama kami maupun yang datang setelah kami  dan menjadi tanda bagi kekuasaan-Mu . Berilah kami rezeki ."	Isa putra Maryam	http://www.wikidata.org/entity/Q51664
1893	"Isa menjawab  "" Bertak-walah kepada Allah jika kamu orang-orang mukmin . "" Mereka berkata  "" Kami ingin makan darinya ( hidangan itu ) dan agar tenteram hati kami serta agar kami yakin bahwa engkau telah berkata benar kepada kami  dan atasnya ( hidangan itu ) kami termasuk orang-orang yang menjadi saksi . "" Isa putra Maryam berdoa  "" Ya Allah Tuhan kami  turunkanlah kepada kami hidangan dari langit ( yang hari turunnya ) akan menjadi hari raya bagi kami  yaitu bagi orang-orang yang sekarang bersama kami maupun yang datang setelah kami  dan menjadi tanda bagi kekuasaan-Mu . Berilah kami rezeki ."	Allah	http://www.wikidata.org/entity/Q2095353
788	Allah Maha Mendengar lagi Maha Mengetahui .	Allah	http://www.wikidata.org/entity/Q2095353
2310	Kepada penduduk Madyan  Kami ( utus ) saudara mereka  Syuʻaib .	Syuʻaib	http://www.wikidata.org/entity/Q982867
2591	Siapa yang kufur kepada Allah setelah beriman ( dia mendapat kemurkaan Allah )  kecuali orang yang dipaksa ( mengucapkan kalimat kekufuran )  sedangkan hatinya tetap tenang dengan keimanannya ( dia tidak berdosa ) .	Allah	http://www.wikidata.org/entity/Q2095353
2591	Siapa yang kufur kepada Allah setelah beriman ( dia mendapat kemurkaan Allah )  kecuali orang yang dipaksa ( mengucapkan kalimat kekufuran )  sedangkan hatinya tetap tenang dengan keimanannya ( dia tidak berdosa ) .	Allah	http://www.wikidata.org/entity/Q2095353
1670	Allah telah menjanjikan kepada orang-orang yang beriman dan beramal saleh ( bahwa ) bagi mereka ampunan dan pahala yang besar .	Allah	http://www.wikidata.org/entity/Q2095353
614	Allah Mahacepat perhitungan-Nya .	Allah	http://www.wikidata.org/entity/Q2095353
1057	Milik Allahlah apa yang ada di langit dan apa yang ada di bumi dan hanya kepada Allah segala urusan dikembalikan .	bumi	http://www.wikidata.org/entity/Q2
1057	Milik Allahlah apa yang ada di langit dan apa yang ada di bumi dan hanya kepada Allah segala urusan dikembalikan .	Allah	http://www.wikidata.org/entity/Q2095353
1665	Wahai orang-orang yang beriman  jadilah kamu penegak ( kebenaran ) karena Allah ( dan ) saksi-saksi ( yang bertindak ) dengan adil .	Allah	http://www.wikidata.org/entity/Q2095353
