sent_id	mention	sentence	mention expansion
300	Surabaya	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Kota Surabaya
300	Arief Afandi	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Arief Afandi
300	Telkom	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	PT Telekomunikasi Indonesia
300	Jawa Timur	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Jawa Timur
1921	Ignasius Jonan	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Ignasius Wahyudi Jonan
1921	Rudiantara	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Rudiantara
232	Komisi Pemberantasan Korupsi	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	Komisi Pemberantasan Korupsi
232	KPK	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	Komisi Pemberantasan Korupsi
368	Golkar	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Partai Golongan Karya
368	Aburizal Bakrie	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Aburizal Bakrie
1786	KNKT	Dari diskusi dengan beberapa pihak yang berwenang memunculkan banyak dugaan sambil menunggu hasil penyelidikan KNKT.	Komisi Nasional Keselam
308	ZTE	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	ZTE
308	iPhone	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	iPhone
308	Apple	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Apple
308	Samsung	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Samsung
1520	detikcom	Jadi partai yang ikut arahan dan aturan main presiden," kata Chief Executive Officer (CEO) Cyrus Network Hasan Nasbi kepada detikcom, Rabu (23/3/2016).	detikcom
1740	Jokowi	Dia menaruh harap kepada Jokowi untuk bisa menjalankan roda pemerintahan.	Joko Widodo
496	Jonan	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Jonan
496	Bandara Juwata	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Bandara Juwata
974	PKB	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	Partai Keadilan Bangsa
974	Daniel Johan	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	Wakil Sekretaris Jenderal Partai Kebangkitan Bang
614	Taman Ismail Marzuki	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Taman Ismail Marzuki
614	TIM	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Taman Ismail Marzuki
614	Cikini	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Cikini
614	Jakarta Pusat	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Kota Administratif Jakarta Pusat
614	DKI Jakarta	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Pemerintah Daerah Khusus Ibukota Jakarta
112	Arsenal	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Arsenal Football Club
112	Leicester	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Leicester City F
1766	Leverkusen	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Bayer Leverkusen
1766	Wolfsburg	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	VfL Wolfsburg
1766	Madrid	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Real Madrid
1308	Jokowi	Untuk diketahui, ini merupakan Sidang Paripurna pertama kali yang dilakukan oleh Jokowi di Gedung Setneg.	Joko Widodo
252	Wolfsburg	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	VfL Wolfsburg
252	Madrid	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	Real Madrid
299	Samsung	Wujud Galaxy S III dalam bocoran ini tampak konsisten dengan trend desain Samsung selama ini.	Samsung Electronics
1044	Pratikno	Yang penting pelayanan masyarakat bisa terjaga dan masyarakat jangan justru kecewa, masyarakat harus dijaga," tambah Pratikno.	Pratikno
121	Federer	Di atas kertas, Federer akan mudah melumat Davydenko.	Roger Federer
121	Davydenko	Di atas kertas, Federer akan mudah melumat Davydenko.	Nikolay Davydenko
793	Singapura	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Singapura
793	Lee Kuan Yew	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Lee Kuan Yew
793	Megawati Soekarnoputri	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri
1709	Zidane	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	Zidane
1709	UEFA	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	Perserikatan Eropah
1341	Klopp	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Jurgen Klopp
1341	Die Borussen	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Borussia Dortmund
1341	Bundesliga	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Liga Utama Jerman
1341	Jerman	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Piala Super Jerman
110	Madrid	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Real Madrid
110	Casemiro	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Casemiro
110	Karim Benzema	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Karim Benzema
110	Wolfsburg	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	VfL Wolfsburg
1880	AS	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Amerika Serikat
1880	AS	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Amerika Serikat
1880	ASEAN	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Association of Southeast Asian Nations
1880	AS	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Amerika Serikat
1880	ASEAN	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Association of Southeast Asian Nations
1880	Obama	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Barack Obama
1784	Disneyland	Bahkan, Hed mengatakan, sudah ada yang mengusulkan pihaknya membuat taman hiburan alias theme park ala Disneyland.	Disneyland Resort
1288	Perhubungan Udara	Sementara itu saat ditemui terpisah, Dirjen Perhubungan Udara Suprasetyo mengatakan kemungkinan Dwi ditolak lantaran tidak ada pendamping.	Direktorat Jenderal Perhubungan Udara
2104	Johan	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Johan Budiarto
2104	Grab	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Grab Taxi
2104	Uber	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Uber Technologies
565	Lemah Abang	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang
565	Slipi	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Slipi
565	Jakarta	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Daerah Khusus Ibukota Jakarta
565	Excelcom	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Excelcom
565	Lemah Abang	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang
565	Jakarta	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Daerah Khusus Ibukota Jakarta
565	Telkom	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	PT Telekomunikasi Indonesia
1091	Siti Nurbaya	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Siti Nurbaya Bakrie
1091	Jakarta	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Jakarta
1091	Risma	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Risma
1091	Pemkot Surabaya	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Pemerintah Kota Surabaya
2107	Indofood	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	PT Indofood Sukses Makmur
2107	Wisma Indocement	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Wisma Indocement Pudjiastuti
2107	Jalan Sudirman	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Jalan Sudirman
2107	Jakarta	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Daerah Khusus Ibukota Jakarta
483	Arnold	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Arnold
483	Marcelo	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Marcelo
421	detikINET	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Detik
421	Gizmodo	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Gizmodo
421	Samsung	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Samsung
1899	Gabriel	Kami harus fokus pada hal itu dan melupakan soal tim-tim lain dan apakah mereka menang atau kalah," ujar Gabriel di situs resmi klub.	Gabriel
1927	Mega	Apa sikap Mega itu bisa disebut egois karena kadernya tidak ada yang jadi menteri?"	Mega
1085	Grab	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Grab
1085	Organda	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Organda
1085	Uber	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Uber
1085	Luhut	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Luhut Binsar Panjaitan
1085	Kemenko Polhukam	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Kementerian Koordinator Politik Hukum dan Keamanan
1085	Jakarta	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Jakarta
101	Bank Central Asia	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Sentral Asia
101	BCA	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BCA
101	Bank Rakyat Indonesia	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Rakyat Indonesia Persero
101	BBRI	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BBRI
101	Indofood Sukses Makmur	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	PT Indofood Sukses Makmur
101	INDF	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Indofood Sukses Makmur
101	Telkom	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Telkom
101	Indonesia	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Republik Indonesia
1240	Pertamina	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Perusahaan Pertambangan Minyak dan Gas Bumi Negara
1240	Kompas	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Kompas
1240	Pertamina	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Perusahaan Pertambangan Minyak dan Gas Bumi Negara
1240	Rio	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Rio
939	Rini	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Rini
939	PDIP	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Partai Demokrasi Indonesia Perjuangan
939	Hendrawan Supratikno	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Hendrawan Supratikno
998	Leicester City	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Leicester City Football Club
998	Premier League	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Liga Utama Inggris
998	Sunderland	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	AFC Sunderland
998	Stadium of Light	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Stadion of Light
1394	Thunder	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Thunder
1394	Kevin Durant	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Kevin Durant
1394	Russell Westbrook	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Russell Westbrook
980	Song Joong Ki	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong
980	Korea	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Korea Selatan
980	Korea Tourism Organization	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Organisasi Pariwisata Korea
980	Song Joong Ki	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong
2106	Bandara HLP	Sebagai Bandara, lalu lintas ke dan dari Bandara HLP sudah sangat padat.	Hang Nadim Langit Perak
1553	Partai Demokrat	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Partai Demokrat Indonesia
1553	Susilo Bambang Yudhoyono	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Susilo Bambang Yudhoy
1553	SBY	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Susilo Bambang Yudhoyono
1553	Mega	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Mega
1553	Prabowo	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Prabowo Subianto
57	Akom	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Akhmad Zaki Yusuf
57	Golkar	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Golkar
1293	Mainz	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Mainz
1293	Madrid	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Madrid
1293	Naldo	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Naldo
1761	BUMN	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	Badan Usaha Milik Negara
1761	Rini	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	Rini Widyastuti
