sent_id	sentence	mention	mention expansion
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Telkom	PT Telekomunikasi Indonesia
300	Launching dilakukan di Gedung Sawunggaling, Pemkot Surabaya, oleh Wakil Walikota Surabaya, Arief Afandi bersama dengan Executive General Manager Telkom Divre V Jawa Timur, Nanang Ismail Kosim.	Jawa Timur	Jawa Timur
1921	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Ignasius Jonan	None
1921	Dengan jaminan dua menteri yang memiliki integritas, Menhub Ignasius Jonan dan Menkominfo Rudiantara, proses akan mudah.	Rudiantara	None
232	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	Komisi Pemberantasan Korupsi	Komisi Pemberantasan Korupsi Kepada Republik Indonesia
232	Jaksa Penuntut Umum dari Komisi Pemberantasan Korupsi (KPK) Abdul Basir sempat meminta kepada Majelis Hakim di Pengadilan Tindak Pidana Korupsi, untuk menghadirkan seorang saksi lagi untuk memberi keterangan dalam sidang yang digelar bagi terdakwa Direktur PT Windhu Tunggal Utama, Abdul Khoir, Senin (2/5/2016).	KPK	Komisi Pemberantasan Korupsi
368	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Golkar	None
368	Dukung pemerintah bukan untuk dapat posisi," terang Ketum Golkar Aburizal Bakrie menjelaskan posisinya, Kamis (31/3).	Aburizal Bakrie	None
1786	Dari diskusi dengan beberapa pihak yang berwenang memunculkan banyak dugaan sambil menunggu hasil penyelidikan KNKT.	KNKT	None
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	ZTE	None
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	iPhone	None
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Apple	None
308	Sejumlah analis berpendapat, jika ZTE ingin sejajar dengan iPhone Apple dan Galaxy Samsung, salah satu hambatan terbesar yang harus dihadapinya adalah pengenalan merek.	Samsung	None
1520	Jadi partai yang ikut arahan dan aturan main presiden," kata Chief Executive Officer (CEO) Cyrus Network Hasan Nasbi kepada detikcom, Rabu (23/3/2016).	detikcom	None
1740	Dia menaruh harap kepada Jokowi untuk bisa menjalankan roda pemerintahan.	Jokowi	Joko Widodo
496	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Jonan	None
496	Jonan mengatakan Bandara Juwata ini menjadi bandara internasional pertama yang dibangun sejak 20 tahun lalu.	Bandara Juwata	None
974	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	PKB	Partai Keadilan Bangsa
974	Wasekjen PKB Daniel Johan menyebut reshuffle adalah sepenuhnya hak presiden.	Daniel Johan	Wakil Sekretaris Jenderal Partai Kebangkitan Bang
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Taman Ismail Marzuki	Taman Ismail Marzuki
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	TIM	Taman Ismail Marzuki
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Cikini	Cikini
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	Jakarta Pusat	Kota Administratif Jakarta Pusat
614	pengelolaan parkir di Taman Ismail Marzuki (TIM) di Cikini, Jakarta Pusat, diambil oleh Unit Pelaksanan Teknis Perparkiran Dinas Perhubungan dan Transportasi (Dishubtrans) Pemprov DKI Jakarta.	DKI Jakarta	Pemerintah Daerah Khusus Ibukota Jakarta
112	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Arsenal	Arsenal Football Club
112	Peluang Arsenal untuk jadi juara tidak besar karena jarak dengan Leicester yang begitu jauh.	Leicester	Leicester City F
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Leverkusen	Bayer Leverkusen
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Wolfsburg	VfL Wolfsburg
1766	Berbeda dengan laga melawan Leverkusen, Wolfsburg tampil lebih efektif ketika menghadapi Madrid.	Madrid	Real Madrid
1308	Untuk diketahui, ini merupakan Sidang Paripurna pertama kali yang dilakukan oleh Jokowi di Gedung Setneg.	Jokowi	Joko Widodo
252	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	Wolfsburg	VfL Wolfsburg
252	Namun, hanya butuh 20 menit untuk Wolfsburg membuat Madrid pulang dengan kepala tertunduk.	Madrid	Real Madrid
299	Wujud Galaxy S III dalam bocoran ini tampak konsisten dengan trend desain Samsung selama ini.	Samsung	Samsung Electronics
1044	Yang penting pelayanan masyarakat bisa terjaga dan masyarakat jangan justru kecewa, masyarakat harus dijaga," tambah Pratikno.	Pratikno	None
121	Di atas kertas, Federer akan mudah melumat Davydenko.	Federer	Roger Federer
121	Di atas kertas, Federer akan mudah melumat Davydenko.	Davydenko	Nikolay Davydenko
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Singapura	None
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Lee Kuan Yew	None
793	Cipika-cipiki alias cium pipi kanan dan cium pipi kiri mewarnai pertemuan mantan Perdana Menteri (PM) Singapura Lee Kuan Yew dengan mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri	Megawati Soekarnoputri
1709	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	Zidane	None
1709	Kami tahu ini akan jadi sebuah laga yang sulit dan itulah yang kami dapatkan," ujar Zidane di situs resmi UEFA.	UEFA	Uni Eropa Sepak Bola Asosiasi
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Klopp	None
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Die Borussen	Borussia Dortmund
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Bundesliga	Liga Utama Jerman
1341	Selama tujuh tahun bersama Klopp, Die Borussen meraih dua gelar Bundesliga, satu titel DFB-Pokal, dan dua gelar Piala Super Jerman.	Jerman	Piala Super Jerman
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Madrid	Real Madrid
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Casemiro	None
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Karim Benzema	Karim Benzema
110	Peluang terbaik Madrid muncul di menit ke-14 ketika Casemiro mengirim umpan kepada Karim Benzema yang berlari di antara garis pertahanan Wolfsburg.	Wolfsburg	VfL Wolfsburg
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	ASEAN	Association of Southeast Asian Nations
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	AS	Amerika Serikat
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	ASEAN	Association of Southeast Asian Nations
1880	"Ini pertama kali AS menjadi tuan rumah untuk AS-ASEAN dan ini mencerminkan komitmen pribadi saya, komitmen AS terhadap masing-masing negara dan kepada masyarakat ASEAN," kata Obama.	Obama	Barack Obama
1784	Bahkan, Hed mengatakan, sudah ada yang mengusulkan pihaknya membuat taman hiburan alias theme park ala Disneyland.	Disneyland	Disneyland Resort
1288	Sementara itu saat ditemui terpisah, Dirjen Perhubungan Udara Suprasetyo mengatakan kemungkinan Dwi ditolak lantaran tidak ada pendamping.	Perhubungan Udara	Direktorat Jenderal Perhubungan Udara
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Johan	None
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Grab	Grab Taxi
2104	Johan menyebut, salah satu upaya mengakomdir itu misal dengan meminta taksi online yaitu Grab Taksi dan Uber untuk memenuhi sejumlah syarat yang diharuskan Undang-undang.	Uber	Uber Technologies
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang	None
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Slipi	None
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Jakarta	Daerah Khusus Ibukota Jakarta
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Excelcom	None
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Lemah Abang	None
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Jakarta	Daerah Khusus Ibukota Jakarta
565	Terutama mengenai langganan bulanan leased line channel untuk ruas Lemah Abang-Slipi (Jakarta-Excelcom) dan Lemah Abang-Imam Bonjol (Jakarta-Telkom) untuk tiga bulan ke depan yang sudah berakhir sejak 30 April 2004.	Telkom	PT Telekomunikasi Indonesia
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Siti Nurbaya	None
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Jakarta	None
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Risma	None
1091	Menteri Siti Nurbaya yang berada di Jakarta mengapresiasi capaian yang sudah dilakukan Risma dan Pemkot Surabaya terhadap kepedulian lingkungan.	Pemkot Surabaya	Pemerintah Kota Surabaya
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Indofood	PT Indofood Sukses Makmur
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Wisma Indocement	Wisma Indocement Pudjiastuti 
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Jalan Sudirman	Jalan Sudirman
2107	Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Indofood mensahkan rancangan akuisisi tersebut dalam rapat yang berlangsung di Wisma Indocement, Jalan Sudirman, Jakarta, Selasa (23/10/2007).	Jakarta	Daerah Khusus Ibukota Jakarta
483	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Arnold	None
483	Selanjutnya, seperti yang sudah dituliskan di atas : Arnold kena getahnya, sementara Marcelo bebas dari hukuman.	Marcelo	None
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	detikINET	Detik
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Gizmodo	None
421	Seperti dikutip detikINET dari Gizmodo, Senin (26/4/2010), ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung.	Samsung	None
1899	Kami harus fokus pada hal itu dan melupakan soal tim-tim lain dan apakah mereka menang atau kalah," ujar Gabriel di situs resmi klub.	Gabriel	None
1927	Apa sikap Mega itu bisa disebut egois karena kadernya tidak ada yang jadi menteri?"	Mega	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Grab	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Organda	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Uber	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Luhut	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Kemenko Polhukam	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Jakarta	None
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Central Asia	Bank Sentral Asia
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BCA	None
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Rakyat Indonesia	Bank Rakyat Indonesia Persero
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BBRI	None
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Indofood Sukses Makmur	PT Indofood Sukses Makmur
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	INDF	Indofood Sukses Makmur
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Telkom	None
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Indonesia	Republik Indonesia
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Pertamina	Perusahaan Pertambangan Minyak dan Gas Bumi Negara
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Kompas	None
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Pertamina	Perusahaan Pertambangan Minyak dan Gas Bumi Negara
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Rio	None
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Rini	None
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	PDIP	Partai Demokrasi Indonesia Perjuangan
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Hendrawan Supratikno	Hendrawan Supratikno
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Leicester City	Leicester City Football Club
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Premier League	Liga Utama Inggris
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Sunderland	AFC Sunderland
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Stadium of Light	Stadion of Light
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Thunder	None
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Kevin Durant	Kevin Wayne Durant
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Russell Westbrook	None
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong Ki	Song Joong
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Korea	Korea Selatan
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Korea Tourism Organization	Organisasi Pariwisata Korea
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong Ki	Song Joong
2106	Sebagai Bandara, lalu lintas ke dan dari Bandara HLP sudah sangat padat.	Bandara HLP	Hang Nadim Langit Perak
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Partai Demokrat	Partai Demokrat Indonesia
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Susilo Bambang Yudhoyono	None
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	SBY	Susilo Bambang Yudhoyono
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Mega	None
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Prabowo	Prabowo Subianto
57	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Akom	None
57	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Golkar	None
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Mainz	None
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Madrid	None
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Naldo	None
1761	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	BUMN	None
1761	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	Rini	None
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega	None
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Ahok	Basuki Tjahaja Purnama
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Djarot	None
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega	None
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Hasto	None
