sent_id	sentence	entity	uri
103	Suami Mega, Taufiq Kiemas, sudah mengucapkan selamat kepada SBY, hanya saja ia mengatasnamakan keluarga.	Taufiq Kiemas	http://www.wikidata.org/entity/Q4201140
103	Suami Mega, Taufiq Kiemas, sudah mengucapkan selamat kepada SBY, hanya saja ia mengatasnamakan keluarga.	SBY	http://www.wikidata.org/entity/Q57405
1250	Pastinya, beberapa nama seperti Asus, Acer dan Samsung memang telah memamerkan tablet Windows 8 buatannya.	Asus	http://www.wikidata.org/entity/Q152864
1250	Pastinya, beberapa nama seperti Asus, Acer dan Samsung memang telah memamerkan tablet Windows 8 buatannya.	Acer	http://www.wikidata.org/entity/Q63948864
1250	Pastinya, beberapa nama seperti Asus, Acer dan Samsung memang telah memamerkan tablet Windows 8 buatannya.	Samsung	http://www.wikidata.org/entity/Q20718
1827	PKB pun siap melawan siapa pun pihak yang ingin merebut kursi Kemendes PDT.	PKB	http://www.wikidata.org/entity/Q1257317
1827	PKB pun siap melawan siapa pun pihak yang ingin merebut kursi Kemendes PDT.	Kemendes PDT	http://www.wikidata.org/entity/Q11049125
1915	"Lutut Nitya agak bengkak, jadi disarankan untuk beristirahat dan memulihkan kondisi," ujar Rexy Mainaky, kepala bidang Pembinaan dan Prestasi PBSI yang juga menjadi manajer Indonesia ke Kunshan.	Nitya	http://www.wikidata.org/entity/Q524312
1915	"Lutut Nitya agak bengkak, jadi disarankan untuk beristirahat dan memulihkan kondisi," ujar Rexy Mainaky, kepala bidang Pembinaan dan Prestasi PBSI yang juga menjadi manajer Indonesia ke Kunshan.	Rexy Mainaky	http://www.wikidata.org/entity/Q1229813
1915	"Lutut Nitya agak bengkak, jadi disarankan untuk beristirahat dan memulihkan kondisi," ujar Rexy Mainaky, kepala bidang Pembinaan dan Prestasi PBSI yang juga menjadi manajer Indonesia ke Kunshan.	PBSI	http://www.wikidata.org/entity/Q2071859
1915	"Lutut Nitya agak bengkak, jadi disarankan untuk beristirahat dan memulihkan kondisi," ujar Rexy Mainaky, kepala bidang Pembinaan dan Prestasi PBSI yang juga menjadi manajer Indonesia ke Kunshan.	Indonesia	http://www.wikidata.org/entity/Q252
1915	"Lutut Nitya agak bengkak, jadi disarankan untuk beristirahat dan memulihkan kondisi," ujar Rexy Mainaky, kepala bidang Pembinaan dan Prestasi PBSI yang juga menjadi manajer Indonesia ke Kunshan.	Kunshan	http://www.wikidata.org/entity/Q42773
344	Memang belum ada kepastian apakah Presiden Joko Widodo akan menyediakan pos menteri tertentu untuk partai pimpinan Zulkifli Hasan itu.	Joko Widodo	http://www.wikidata.org/entity/Q3318231
344	Memang belum ada kepastian apakah Presiden Joko Widodo akan menyediakan pos menteri tertentu untuk partai pimpinan Zulkifli Hasan itu.	Zulkifli Hasan	http://www.wikidata.org/entity/Q4260406
1779	Hal itu diartikan oleh seluruh kader PDIP bahwa ketua umumnya mendukung Ahok dan wakilnya saat ini yang juga kader PDIP, Djarot Saiful Hidayat untuk kembali diusung pada Pilkada DKI tahun depan.	PDIP	http://www.wikidata.org/entity/Q1186306
1779	Hal itu diartikan oleh seluruh kader PDIP bahwa ketua umumnya mendukung Ahok dan wakilnya saat ini yang juga kader PDIP, Djarot Saiful Hidayat untuk kembali diusung pada Pilkada DKI tahun depan.	Ahok	http://www.wikidata.org/entity/Q3701615
1779	Hal itu diartikan oleh seluruh kader PDIP bahwa ketua umumnya mendukung Ahok dan wakilnya saat ini yang juga kader PDIP, Djarot Saiful Hidayat untuk kembali diusung pada Pilkada DKI tahun depan.	PDIP	http://www.wikidata.org/entity/Q1186306
1779	Hal itu diartikan oleh seluruh kader PDIP bahwa ketua umumnya mendukung Ahok dan wakilnya saat ini yang juga kader PDIP, Djarot Saiful Hidayat untuk kembali diusung pada Pilkada DKI tahun depan.	Djarot Saiful Hidayat	http://www.wikidata.org/entity/Q19745886
1779	Hal itu diartikan oleh seluruh kader PDIP bahwa ketua umumnya mendukung Ahok dan wakilnya saat ini yang juga kader PDIP, Djarot Saiful Hidayat untuk kembali diusung pada Pilkada DKI tahun depan.	DKI	http://www.wikidata.org/entity/Q3630
630	Masuknya produk mie instan Indomie milik PT Indofood Sukses Makmur Tbk (INDF), secara ilegal dinilai menjadi tanggung jawab ' Bea Cukai ' pemerintah Taiwan.	Indomie	http://www.wikidata.org/entity/Q27859
630	Masuknya produk mie instan Indomie milik PT Indofood Sukses Makmur Tbk (INDF), secara ilegal dinilai menjadi tanggung jawab ' Bea Cukai ' pemerintah Taiwan.	PT Indofood Sukses Makmur Tbk	http://www.wikidata.org/entity/Q3930665
630	Masuknya produk mie instan Indomie milik PT Indofood Sukses Makmur Tbk (INDF), secara ilegal dinilai menjadi tanggung jawab ' Bea Cukai ' pemerintah Taiwan.	INDF	http://www.wikidata.org/entity/Q3930665
630	Masuknya produk mie instan Indomie milik PT Indofood Sukses Makmur Tbk (INDF), secara ilegal dinilai menjadi tanggung jawab ' Bea Cukai ' pemerintah Taiwan.	Taiwan	http://www.wikidata.org/entity/Q865
408	"Nanti ada SUN (Surat Utang Negara), surat utang BUMN atau kategori korporasi, juga deposito setahun, karena kami syaratkan syaratkan holding period setahun.	BUMN	http://www.wikidata.org/entity/Q270791
1625	Kalau serahkan tebusan, nggak perlu dong ada negara dan TNI," tuturnya.	TNI	http://www.wikidata.org/entity/Q855515
434	Oleh sebab itu para petani bawang merah mendatangi DPR untuk meminta bantuan agar dapat difasilitasi dengan pemerintah, khususnya Kementerian Perdagangan (Kemendag).	DPR	http://www.wikidata.org/entity/Q2670027
434	Oleh sebab itu para petani bawang merah mendatangi DPR untuk meminta bantuan agar dapat difasilitasi dengan pemerintah, khususnya Kementerian Perdagangan (Kemendag).	Kementerian Perdagangan	http://www.wikidata.org/entity/Q13093886
434	Oleh sebab itu para petani bawang merah mendatangi DPR untuk meminta bantuan agar dapat difasilitasi dengan pemerintah, khususnya Kementerian Perdagangan (Kemendag).	Kemendag	http://www.wikidata.org/entity/Q13093886
1290	Penelitian yang dilakukan oleh Taruna Ikrar, ilmuwan Indonesia yang bekerja di University of California di Irvine, Amerika Serikat, membuka gerbang untuk mengatasi masalah yang dihadapi oleh orang dengan kecemasan akut.	Indonesia	http://www.wikidata.org/entity/Q252
1290	Penelitian yang dilakukan oleh Taruna Ikrar, ilmuwan Indonesia yang bekerja di University of California di Irvine, Amerika Serikat, membuka gerbang untuk mengatasi masalah yang dihadapi oleh orang dengan kecemasan akut.	University of California	http://www.wikidata.org/entity/Q184478
1290	Penelitian yang dilakukan oleh Taruna Ikrar, ilmuwan Indonesia yang bekerja di University of California di Irvine, Amerika Serikat, membuka gerbang untuk mengatasi masalah yang dihadapi oleh orang dengan kecemasan akut.	Irvine	http://www.wikidata.org/entity/Q49219
1290	Penelitian yang dilakukan oleh Taruna Ikrar, ilmuwan Indonesia yang bekerja di University of California di Irvine, Amerika Serikat, membuka gerbang untuk mengatasi masalah yang dihadapi oleh orang dengan kecemasan akut.	Amerika Serikat	http://www.wikidata.org/entity/Q30
388	Sumber mata air, toilet di Gunung Ijen ditambah, jangka panjang akan dibangun kereta gantung menuju salah satu titik di Gunung Ijen," ujar Anas.	Gunung Ijen	http://www.wikidata.org/entity/Q548489
388	Sumber mata air, toilet di Gunung Ijen ditambah, jangka panjang akan dibangun kereta gantung menuju salah satu titik di Gunung Ijen," ujar Anas.	Gunung Ijen	http://www.wikidata.org/entity/Q548489
388	Sumber mata air, toilet di Gunung Ijen ditambah, jangka panjang akan dibangun kereta gantung menuju salah satu titik di Gunung Ijen," ujar Anas.	Anas	http://www.wikidata.org/entity/Q16162595
743	Pementasan drama musikal ' Disney ' s Beauty and The Beast ' siap dipentaskan pada 26 Mei hingga 7 Juni 2015 mendatang di Ciputra Artpreneur, Lotte Shoping Avenue, Jakarta Selatan.	Disney	http://www.wikidata.org/entity/Q7414
743	Pementasan drama musikal ' Disney ' s Beauty and The Beast ' siap dipentaskan pada 26 Mei hingga 7 Juni 2015 mendatang di Ciputra Artpreneur, Lotte Shoping Avenue, Jakarta Selatan.	Beauty and The Beast	https://www.wikidata.org/wiki/Q179673
743	Pementasan drama musikal ' Disney ' s Beauty and The Beast ' siap dipentaskan pada 26 Mei hingga 7 Juni 2015 mendatang di Ciputra Artpreneur, Lotte Shoping Avenue, Jakarta Selatan.	Ciputra Artpreneur	http://www.wikidata.org/entity/Q28456385
743	Pementasan drama musikal ' Disney ' s Beauty and The Beast ' siap dipentaskan pada 26 Mei hingga 7 Juni 2015 mendatang di Ciputra Artpreneur, Lotte Shoping Avenue, Jakarta Selatan.	Jakarta Selatan	http://www.wikidata.org/entity/Q10114
265	"Kalian semua kalau tertangkap lagi, tak suruh merawat orang gila," ujar Risma dengan nada tinggi.	Risma	http://www.wikidata.org/entity/Q12522317
1708	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Hendrawan saat dihubungi, Senin (21/3/2016) kemarin.	Rini	http://www.wikidata.org/entity/Q6856490
1708	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Hendrawan saat dihubungi, Senin (21/3/2016) kemarin.	Hendrawan	http://www.wikidata.org/entity/Q17410575
2099	Hanya kami yang tidak enak di lapangan, kata Praveen seperti dikutip Badminton Indonesia.	Praveen	http://www.wikidata.org/entity/Q868611
1608	Paripurna Sugarda dan Dekan Fakultas Pertanian UGM Dr.	Paripurna Sugarda	http://www.wikidata.org/entity/Q115794372
1608	Paripurna Sugarda dan Dekan Fakultas Pertanian UGM Dr.	UGM	http://www.wikidata.org/entity/Q1145992
1489	Dalam pertandingan leg pertama perempatfinal Liga Champions di Parc des Princes, Kamis (7/4/2016) dinihari WIB, City yang sempat unggul kemudian balik tertinggal.	Parc des Princes	http://www.wikidata.org/entity/Q193431
1489	Dalam pertandingan leg pertama perempatfinal Liga Champions di Parc des Princes, Kamis (7/4/2016) dinihari WIB, City yang sempat unggul kemudian balik tertinggal.	City	http://www.wikidata.org/entity/Q50602
1777	Kalau di akhir pekan timnya bermain dalam kompetisi, Morgan harus lari, lari, dan lari.	Morgan	http://www.wikidata.org/entity/Q1392500
39	"Hampir seluruh industri, dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang, Cikampek, Purwakarta, seluruhnya hampir berbicara adanya pelabuhan yang baru, Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat," jelasnya.	Karawang	http://www.wikidata.org/entity/Q10375
39	"Hampir seluruh industri, dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang, Cikampek, Purwakarta, seluruhnya hampir berbicara adanya pelabuhan yang baru, Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat," jelasnya.	Cikampek	http://www.wikidata.org/entity/Q841625
39	"Hampir seluruh industri, dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang, Cikampek, Purwakarta, seluruhnya hampir berbicara adanya pelabuhan yang baru, Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat," jelasnya.	Purwakarta	http://www.wikidata.org/entity/Q10378
39	"Hampir seluruh industri, dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang, Cikampek, Purwakarta, seluruhnya hampir berbicara adanya pelabuhan yang baru, Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat," jelasnya.	Jawa Barat	http://www.wikidata.org/entity/Q3724
854	Meski pasar konsol game portable telah lebih dulu dihuni oleh seri Nintendo DS dan seri Playstation Portable, tampaknya Disney cukup percaya diri melanjutkan pengembangan konsol game portable miliknya mengingat banyaknya judul game populer yang dimilikinya.	Nintendo	http://www.wikidata.org/entity/Q8093
854	Meski pasar konsol game portable telah lebih dulu dihuni oleh seri Nintendo DS dan seri Playstation Portable, tampaknya Disney cukup percaya diri melanjutkan pengembangan konsol game portable miliknya mengingat banyaknya judul game populer yang dimilikinya.	Playstation	https://www.wikidata.org/wiki/Q10677
854	Meski pasar konsol game portable telah lebih dulu dihuni oleh seri Nintendo DS dan seri Playstation Portable, tampaknya Disney cukup percaya diri melanjutkan pengembangan konsol game portable miliknya mengingat banyaknya judul game populer yang dimilikinya.	Disney	http://www.wikidata.org/entity/Q7414
821	Jokowi menegaskan, politik pemerintah saat ini adalah politik kerja bukan wacana.	Jokowi	http://www.wikidata.org/entity/Q3318231
446	Adhyaksa Dault merespons keras pernyataan Ahok yang menyindir analisis eks Menpora ini terkait hasil survei CSIS soal elektabilitas cagub DKI Jakarta.	Adhyaksa Dault	http://www.wikidata.org/entity/Q4682572
446	Adhyaksa Dault merespons keras pernyataan Ahok yang menyindir analisis eks Menpora ini terkait hasil survei CSIS soal elektabilitas cagub DKI Jakarta.	Ahok	http://www.wikidata.org/entity/Q3701615
446	Adhyaksa Dault merespons keras pernyataan Ahok yang menyindir analisis eks Menpora ini terkait hasil survei CSIS soal elektabilitas cagub DKI Jakarta.	CSIS	http://www.wikidata.org/entity/Q5062590
446	Adhyaksa Dault merespons keras pernyataan Ahok yang menyindir analisis eks Menpora ini terkait hasil survei CSIS soal elektabilitas cagub DKI Jakarta.	DKI Jakarta	http://www.wikidata.org/entity/Q3630
1596	Sudah 10 episode ' Descendants of the Sun ' tayang di layar KBS 2TV.	KBS 2TV	http://www.wikidata.org/entity/Q624509
674	Namun, sayangnya dia tidak tinggal untuk menyaksikan Roger (Federer) mewujudkan peluangnya," jelas juru bicara William Hill, Graham Sharpe, seperti dilansir Reuters.	Roger	http://www.wikidata.org/entity/Q1426
674	Namun, sayangnya dia tidak tinggal untuk menyaksikan Roger (Federer) mewujudkan peluangnya," jelas juru bicara William Hill, Graham Sharpe, seperti dilansir Reuters.	Federer	http://www.wikidata.org/entity/Q1426
674	Namun, sayangnya dia tidak tinggal untuk menyaksikan Roger (Federer) mewujudkan peluangnya," jelas juru bicara William Hill, Graham Sharpe, seperti dilansir Reuters.	William Hill	https://www.wikidata.org/wiki/Q4053147
674	Namun, sayangnya dia tidak tinggal untuk menyaksikan Roger (Federer) mewujudkan peluangnya," jelas juru bicara William Hill, Graham Sharpe, seperti dilansir Reuters.	Reuters	http://www.wikidata.org/entity/Q130879
1352	Saat ini, dari 30 peserta GP3, Rio berada di urutan ke6.	Rio	http://www.wikidata.org/entity/Q981543
1584	Kepala Pusat Data Informasi dan Humas BNPB, Sutopo Purwo Nugroho mengatakan banjir bandang terjadi pada Minggu (20/3/2016) pukul 14.45 WIB.	BNPB	http://www.wikidata.org/entity/Q1661746
1584	Kepala Pusat Data Informasi dan Humas BNPB, Sutopo Purwo Nugroho mengatakan banjir bandang terjadi pada Minggu (20/3/2016) pukul 14.45 WIB.	Sutopo Purwo Nugroho	http://www.wikidata.org/entity/Q19742607
1291	Philip juga memegang posisi penting di anak perusahaan Indofood, yakni PT Boga Sari Flour Mill sebagai Chief Commercial Officer.	Indofood	http://www.wikidata.org/entity/Q3930665
1291	Philip juga memegang posisi penting di anak perusahaan Indofood, yakni PT Boga Sari Flour Mill sebagai Chief Commercial Officer.	PT Boga Sari Flour Mill	http://www.wikidata.org/entity/Q12476727
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Munich	http://www.wikidata.org/entity/Q1726
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Antonio Conte	http://www.wikidata.org/entity/Q26580
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Arturo Vidal	http://www.wikidata.org/entity/Q192671
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Chelsea	http://www.wikidata.org/entity/Q9616
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Elizabeth II	http://www.wikidata.org/entity/Q9682
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Kerajaan Inggris	http://www.wikidata.org/entity/Q6063
1245	Munich-Antonio Conte dilaporkan menginginkan Arturo Vidal di Chelsea.Hari ini, tanggal 9 September 2015, Ratu Elizabeth II dari Kerajaan Inggris resmi menjadi pemegang tahta terlama dalam sejarah monarki Inggris.	Inggris	http://www.wikidata.org/entity/Q145
1889	Samsung Electronics mengatakan telah membuat panel LCD dua sisi untuk layar ponsel.	Samsung Electronics	http://www.wikidata.org/entity/Q20718
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Malawati Stadium	http://www.wikidata.org/entity/Q12709636
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Praveen	http://www.wikidata.org/entity/Q868611
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Debby	http://www.wikidata.org/entity/Q520248
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Singapura	http://www.wikidata.org/entity/Q334
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Danny Bawa Chrisnanta	http://www.wikidata.org/entity/Q785083
1205	Bermain di Malawati Stadium, Kamis (7/4/2016), Praveen/Debby dipaksa menyerah dalam laga 33 menit oleh pasangan Singapura, Danny Bawa Chrisnanta/Yu Yan Vanessa Neo.	Yu Yan Vanessa Neo	http://www.wikidata.org/entity/Q1587505
427	Sebagaimana diketahui, PAN mendeklarasikan diri sebagai partai pendukung pemerintahan Jokowi-JK pada tahun 2015 lalu.	PAN	http://www.wikidata.org/entity/Q2434365
427	Sebagaimana diketahui, PAN mendeklarasikan diri sebagai partai pendukung pemerintahan Jokowi-JK pada tahun 2015 lalu.	Jokowi	http://www.wikidata.org/entity/Q3318231
427	Sebagaimana diketahui, PAN mendeklarasikan diri sebagai partai pendukung pemerintahan Jokowi-JK pada tahun 2015 lalu.	JK	http://www.wikidata.org/entity/Q76354
1753	Walt Disney Co.dan General Electric Co.-1% akibat ADP Employer Services mengatakan persahaan-perusahaan telah memangkas 298 pekerja pada bulan Agustus.	Walt Disney Co	http://www.wikidata.org/entity/Q7414
1753	Walt Disney Co.dan General Electric Co.-1% akibat ADP Employer Services mengatakan persahaan-perusahaan telah memangkas 298 pekerja pada bulan Agustus.	General Electric Co	http://www.wikidata.org/entity/Q54173
1958	Sebelumnya Kapolri Jenderal Badrodin Haiti juga sudah merestui anak buahnya itu untuk menjadi pejabat di kementerian.	Badrodin Haiti	http://www.wikidata.org/entity/Q12473234
984	"Wolfsburg unggul dengan melakukan sangat sedikit usaha, tapi sepakbola memang seperti itu.	Wolfsburg	http://www.wikidata.org/entity/Q101859
1428	Diberitakan sebelumnya, Pemkab Batang menggelar Festival Anggaran yang isinya tentang tranparasi anggaran.	Batang	http://www.wikidata.org/entity/Q3670469
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Luhut Pandjaitan	http://www.wikidata.org/entity/Q14917375
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Kemenko Polhukam	http://www.wikidata.org/entity/Q12490746
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Jakarta	http://www.wikidata.org/entity/Q3630
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Ignasius Jonan	http://www.wikidata.org/entity/Q16182287
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Rudiantara	http://www.wikidata.org/entity/Q18421404
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Go-Jek	http://www.wikidata.org/entity/Q20426955
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Nadiem Makarim	http://www.wikidata.org/entity/Q20426955
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Blue Bird	http://www.wikidata.org/entity/Q114556753
777	Dalam jumpa pers yang dibuka Menko Polhukam Luhut Pandjaitan di Kemenko Polhukam, Jakarta, Kamis (24/3/2016), hadir antara lain Menhub Ignasius Jonan, Menkominfo Rudiantara, CEO Go-Jek Nadiem Makarim, Direktur Blue Bird Adrianto Djoko Soetono yang juga Ketum DPP Organda.	Organda	https://www.wikidata.org/wiki/Q25469873
2022	Penetapan tersangka baru ini disampaikan Kapolda Jawa Barat Irjen Pol Edi Darnadi kepada wartawan usai mengikuti acara di Sespim Polri Lembang, Jawa Barat, Rabu (15/2/2006)." Tersangka	Jawa Barat	http://www.wikidata.org/entity/Q3724
2022	Penetapan tersangka baru ini disampaikan Kapolda Jawa Barat Irjen Pol Edi Darnadi kepada wartawan usai mengikuti acara di Sespim Polri Lembang, Jawa Barat, Rabu (15/2/2006)." Tersangka	Edi Darnadi	http://www.wikidata.org/entity/Q25466054
2022	Penetapan tersangka baru ini disampaikan Kapolda Jawa Barat Irjen Pol Edi Darnadi kepada wartawan usai mengikuti acara di Sespim Polri Lembang, Jawa Barat, Rabu (15/2/2006)." Tersangka	Lembang	http://www.wikidata.org/entity/Q1576001
2022	Penetapan tersangka baru ini disampaikan Kapolda Jawa Barat Irjen Pol Edi Darnadi kepada wartawan usai mengikuti acara di Sespim Polri Lembang, Jawa Barat, Rabu (15/2/2006)." Tersangka	Jawa Barat	http://www.wikidata.org/entity/Q3724
83	Muktamar ini diselenggarakan oleh kepengurusan hasil Muktamar VII di Bandung.	Bandung	http://www.wikidata.org/entity/Q10389
785	Indian Wells-Roger Federer menjuarai ATP Indian Wells usai mengalahkan John Isner 7-6 (7), 6-3.	Indian Wells	http://www.wikidata.org/entity/Q490714
785	Indian Wells-Roger Federer menjuarai ATP Indian Wells usai mengalahkan John Isner 7-6 (7), 6-3.	Roger Federer	http://www.wikidata.org/entity/Q1426
785	Indian Wells-Roger Federer menjuarai ATP Indian Wells usai mengalahkan John Isner 7-6 (7), 6-3.	Indian Wells	http://www.wikidata.org/entity/Q974505
785	Indian Wells-Roger Federer menjuarai ATP Indian Wells usai mengalahkan John Isner 7-6 (7), 6-3.	John Isner	http://www.wikidata.org/entity/Q53566
1543	Ruangan kelas I tersebut sepertinya memang telah dipersiapkan secara khusus untuk dikunjungi oleh Megawati sebab hanya ruangan itulah yang berisi siswa.	Megawati	http://www.wikidata.org/entity/Q76179
1189	Ia kemudian menerima pinangan Chelsea dan akan menjadi pelatih klub asal London itu pada musim depan.	Chelsea	http://www.wikidata.org/entity/Q9616
1189	Ia kemudian menerima pinangan Chelsea dan akan menjadi pelatih klub asal London itu pada musim depan.	London	http://www.wikidata.org/entity/Q84
1479	"Apa pun, kepala daerah kan pernah dengar amanat bapak Jokowi (yang) inginkan hasil pilkada serentak harus punya sikap dan garis pembangunan yang sama (dengan) apa yang menjadi program Pak Jokowi dengan Nawacitanya juga harus sinergi dengan pemerintahan provinsi/kota/kabupaten.	Jokowi	http://www.wikidata.org/entity/Q3318231
1479	"Apa pun, kepala daerah kan pernah dengar amanat bapak Jokowi (yang) inginkan hasil pilkada serentak harus punya sikap dan garis pembangunan yang sama (dengan) apa yang menjadi program Pak Jokowi dengan Nawacitanya juga harus sinergi dengan pemerintahan provinsi/kota/kabupaten.	Jokowi	http://www.wikidata.org/entity/Q3318231
1977	Lewat fraksi saya sampaikan, di Komisi II dengan Mendagri, Komisi V juga yang bermitra dengan Mendes," ucap anggota Fraksi PDIP DPR Diah Pitaloka, Rabu (23/3).	PDIP	http://www.wikidata.org/entity/Q1186306
1977	Lewat fraksi saya sampaikan, di Komisi II dengan Mendagri, Komisi V juga yang bermitra dengan Mendes," ucap anggota Fraksi PDIP DPR Diah Pitaloka, Rabu (23/3).	DPR	http://www.wikidata.org/entity/Q1186306
1977	Lewat fraksi saya sampaikan, di Komisi II dengan Mendagri, Komisi V juga yang bermitra dengan Mendes," ucap anggota Fraksi PDIP DPR Diah Pitaloka, Rabu (23/3).	Diah Pitaloka	http://www.wikidata.org/entity/Q1186306
724	Kali ini, Hendrawan menggunakan rekomendasi Pansus Pelindo II sebagai alasan mendorong pencopotan Menteri Rini.	Hendrawan	http://www.wikidata.org/entity/Q17410575
724	Kali ini, Hendrawan menggunakan rekomendasi Pansus Pelindo II sebagai alasan mendorong pencopotan Menteri Rini.	Rini	http://www.wikidata.org/entity/Q6856490
893	Namun sayangnya, City bisa menyeimbangkan permainan lewat gol Fernandinho di menit 72, yang memaksa skor 2-2 bertahan sampai laga usai.	City	http://www.wikidata.org/entity/Q50602
893	Namun sayangnya, City bisa menyeimbangkan permainan lewat gol Fernandinho di menit 72, yang memaksa skor 2-2 bertahan sampai laga usai.	Fernandinho	http://www.wikidata.org/entity/Q459356
