sent_id	uri	mention	final sentence
4687	Q17411296	Dika	Dika yang berdarah asli Sunda ini dari masa kecilnya sudah sangat tertarik pada dunia Musik terutama Jazz.
4688	Q281224	Hariyanto	Hariyanto merupakan adik dari Eddy Hartono dan Hastomo Arbi, yang juga merupakan pemain bulu tangkis kelas dunia.
4689	Q706919	Danny Chan Kwok-Kwan	Danny Chan Kwok-Kwan dikenal karena menirukan Bruce Lee, dan berperan sebagai Lee dalam serial televisi 2008, The Legend of Bruce Lee, dan dalam film 2015, Ip Man 3.
4690	Q12476860	Bolot	Hampir di setiap lawakannya, Bolot ditemani oleh Malih Tong Tong.
4691	Q684474	Siddharth	Siddharth juga merupakan keponakan dari pemeran film Hindi terkenal, Tinnu Anand.
4692	Q154269	Alexey	Pada 18 Maret 1965, Alexey menjadi manusia pertama yang melakukan kegiatan luar kendaraan, keluar dari kapsul pada misi Voskhod 2 untuk berjalan-jalan di ruang angkasa selama 12 menit.
4693	Q468506	Greysia	Greysia juga menjadi peraih medali emas bulu tangkis putri tertua pada ajang Olimpiade, dengan usia 33 tahun dan 356 hari.
4694	Q3180400	Mariane	Suaminya Mariane diculik dan dibunuh oleh para teroris di Pakistan pada awal 2002, pada bulan-bulan awal Perang melawan Teror Amerika Serikat.
4695	Q83100	Osman	Pencatatan tentang sejarah Osman baru ditulis pada abad kelima belas masehi, atau lebih dari seabad setelah mangkatnya Osman.
4696	Q38337	Alexandre	Alexandre bekerja sebagai seorang juru tulis sejak tahun 1818.
4697	Q281329	Krol	Candi ini berada di bagian utara Krol.
4698	Q294901	David	David memperoleh pengakuan awal yang signifikan untuk perannya sebagai Detektif John Kelly dalam drama kejahatan ABC, NYPD Blue.
4699	Q34503	Mehmed	Mehmed dikenal sebagai pahlawan di Turki maupun dunia Islam secara luas.
4700	Q3763292	Gianluca	Gianluca memulai karier juniornya di klub Montorio kemudian memulai karier seniornya di klub tersebut.
4701	Q57100	Maria Goeppert Mayer	Maria Goeppert Mayer mengikuti sekolah privat dan umum di Göttingen dan mendapatkan keberuntungan besar memiliki guru yang baik.
4702	Q596870	Antonello	Antonello adalah anggota Partai Sosialis San Marino.
4703	Q2542272	Yong Teck Lee	Yong Teck Lee menjadi Ketua Menteri Sabah dari 1996 sampai 1998.
4704	Q6819677	Merle	Merle juga dikenal karena karyanya di Office of Price Administration dan sebagai direktur dari Harvard University Library.
4705	Q12711159	Tarminah Kario Wikromo	Tarminah Kario Wikromo meninggal dunia pada hari Minggu, 13 Mei 2007 sekitar pukul 10.45 malam dalam usia 90 tahun karena lanjut usia.
4706	Q192648	Raymond	Raymond akhirnya kehilangan jabatan setelah federasi sepak bola Prancis tidak memperpanjang kontraknya sehabis Piala Dunia 2010, di mana timnas Prancis mengulangi hasil buruk mereka seperti di Piala Dunia 2002.. Penggantinya adalah Laurent Blanc.
4707	Q32849	Akon	Akon menjadi terkenal saat menyanyikan lagu utamanya seperti "Locked Up" dari album pertamanya Trouble.
4708	Q7382	Kaisar	Kaisar diangkat dengan nama kaisar Min Di.
4709	Q3431141	Richard	Richard dikenal sebagai seorang penulis untuk serial televisi The Ren and Stimpy Show, Ren and Stimpy "Adult Party Cartoon", dan SpongeBob SquarePants.
4711	Q7315	Tchaikovsky	Meskipun begitu, karya-karyanya tchaikovsky lebih kebarat-baratan dibandingkan dengan komponis-komponis Rusia pada zamannya karena tchaikovsky mencampurkan unsur-unsur luar negeri dengan melodi rakyat yang nasionalistik.
4712	Q172377	Hilarius	Hilarius, juga dikenal sebagai Hilarius dari Roma, adalah seorang uskup Roma yang memimpin Gereja Katolik sebagai Paus dari tahun 461 hingga 468 M. Ia lahir di Sardinia, sekitar tahun 355 M, dalam sebuah keluarga Kristen yang saleh.
4713	Q2762314	Eualkides	Eualkides adalah komandan militer Yunani asal Eretria.
4714	Q289662	Dayana	Dayana mengalahkan 27 kandidat lainnya untuk memenangkan Miss Venezuela 2007 pada tanggal 13 September 2007.
4715	Q12481746	Djiaw Kie Siong	Djiaw Kie Siong meninggal dunia pada 1964 dan namanya praktis hampir tidak dikenal ataupun tercatat dalam sejarah.
4716	Q235712	Margaret	Selama kariernya, Margaret bertugas di Observatorium Universitas London, Observatorium Yerkes dari Universitas Chicago, Laboratorium Cavendish di Cambridge, Inggris, Institut Teknologi California dan dari 1979 hingga 1988, adalah direktur pertama Pusat Astronomi dan Ilmu Luar Angkasa di Universitas California San Diego, tempat Margaret bekerja sejak 1962.
4717	Q14350	Stasiun	Siaran audio stasiun juga dapat dilakukan dengan kabel FM, jaringan lokal, satelit, dan Internet.
4718	Q116614	Ludwig	Pertama, Ludwig memperlajari Lebenswelt kliennya yakni mencari pandangan hidup konkret sebagaimana yang terejawantahkan dalam kehidupan sehari-hari.
4719	Q482955	Edwin Van Der Sar	Edwin Van Der Sar bermain 130 kali untuk tim nasional Belanda, dan merupakan pemain dengan penampilan terbanyak hingga tahun 2017, ketika dia diambil alih oleh Wesley Sneijder.
4720	Q54527	Billie Jean King	Billie Jean King Jean meraih gelar pertamanya sebagai pemenang ganda pada Wimbledon 1962.
4721	Q1137665	Universitas	Universitas didirikan pada tahun 1817 oleh Raja William I dari Belanda.
4722	Q189705	Septimia	Pada saat yang sama, Septimia juga memisahkan Tadmur dari Romawi.
4723	Q2528383	Vishva Hindu Parishad	Vishva Hindu Parishad ini memiliki slogan "धर्मो रक्षति रक्षितः Dharmo rakṣati rakṣitaḥ", yang berarti "Dharma melindungi para pelindungnya".
4724	Q44340	Uli	Hampir sebagian besar kariernya Uli dihabiskan di Bayern Munich, kemudian juga menjabat sebagai general manager di klub tersebut.
4725	Q464246	Diana	Selain bernyanyi, Diana memiliki bakat menari dan bermain billiard.
4726	Q17411750	Zahra	Pada tahun 2011, Zahra mengeluarkan album perdananya bertajuk Langkahku.
4727	Q7478484	Vino G. Bastian	Vino G. Bastian merupakan salah satu aktor yang memenangkan Piala Citra kategori Pemeran Utama Pria Terbaik bersamaan dengan pemeran utama wanita dalam film yang sama — yakni bersama Fahrani pada tahun 2008 untuk film Radit dan Jani.
4728	Q311819	Jazira	Jazira Hulu adalah nama yang dipakai untuk dataran tinggi dan besar di barat laut Irak, timur laut Suriah dan tenggara Turki, di utara Timur Tengah.
4729	Q183471	Claude	Claude paling terkenal lewat perannya dalam film-film François Truffaut, antara lain Baisers volés, Domicile conjugal dan L'amour en fuite.
4730	Q468687	Roger	Capua jatuh setelah empat puluh hari mengepung terkenal, karena Paus Urbanus II telah datang untuk bertemu dengan Roger dari Sisilia dan Uskup Agung Anselmus dari Canterbury datang menemui paus.
4731	Q172466	Steven	Sekarang Steven menjadi direktur Lawrence Berkeley National Laboratory.
4732	Q262742	Hilary	Hilary telah menjadi anggota parlemen mewakili Leeds pusat sejak 1999.
4733	Q176136	Henri	Henri adalah anggota pendiri Bureau des longitudes, Institut de France, dan Conservatoire national des arts et métiers.
4734	Q712338	Kaisar	Pada 550, Kaisar memaksa Kaisar Xiaojing dari Wei Utara untuk menyerahkan tahta kepadanya, mengakhiri Wei Timur dan memulai Qi Utara.
4735	Q1758790	Amelia	Ayah Amelia adalah seorang pekerja di rumah sakit, sedangkan sang ibu ternyata pernah menjadi finalis dalam kontes Miss World 1980.
4736	Q356145	Vittorio Amedeo I	Vittorio Amedeo I juga dikenal sebagai Singa Susa.
4737	Q311514	James	Performanya James pada komando semiotonom di Knoxville mengakibatkan kekalahan Konfederasi.
4738	Q12501143	Ody Mulya Hidayat	Ody Mulya Hidayat adalah produser film Indonesia.
4739	Q12485814	Hizbul	Prakarsa itu timbul saat hizbul selesai memberi pengajian di Solo, dan melihat latihan J.P.O.
4740	Q216822	Apelles	Pliny the Elder memberikan banyak pengetahuan soal Apelles tersebut kepada para cendekiawan modern.
4741	Q348618	Kyrie	Sebelumnya, Kyrie mengemukakan teori bahwa bumi itu datar, namun kemudian Kyrie menarik kembali teori tersebut.
4742	Q40242	Kleopatra V Dari Mesir	Kleopatra V dari Mesir adalah satu-satunya yang disebutkan sebagai istri Ptolemaios XII.
4743	Q17411743	Yusuf	Keluarganya Yusuf merupakan keluarga besar ulama, dan pamannya, K.H.
4744	Q12495558	Luky	Luky berhasil memutarbalikkan presepsi umum mengenai penyanyi pria yang bermain piano yang selalu dikaitkan dengan musik yang terkesan manis dan romantis melalui lagu-lagunya yang liar, personal dan penuh dengan emosi.
4745	Q12521593	Thhk	Tahun 2006, masyarakat alumni THHK Tegal merayakan 100 tahun sekolah THHK yang ditutup oleh Pemerintah Soeharto pada tahun 1966-67.
4746	Q299324	Brandon	Brandon dilahirkan di Des Moines, Iowa.
4747	Q723932	Renaud I Pangeran Burgundia	Pada tahun 1016, Renaud I Pangeran Burgundia I, Pangeran Burgundia menikahi Adélaïde dari Normandia.
4748	Q15005104	Alfred Von Sallet	Pada tahun 1862, Alfred Von Sallet masuk Universitas Berlin.
4749	Q8004119	William A. Mann	William A. Mann menetap di Washington D.C., sampai ia wafat pada 8 Oktober 1934.
4750	Q193509	Taylor	Taylor memerankan tokoh Jenny Humphrey dalam serial televisi CW Gossip Girl.Taylor juga bermain dalam beberapa film lainnya yaitu Underdog dan Paranoid Park.
4751	Q17561313	Syekh	Syekh wafat dan dimakamkan di Gampong Latak Ayah, Kecamatan Simeulue Tengah, Kabupaten Simeulue.
4752	Q139204	Zacarias	Zacarias ditahan oleh FBI pada 16 Agustus 2001 setelah kehadirannya di sebuah sekolah penerbangan memicu kecurigaan.
4753	Q105228	Carlos	Carlos menandatangani kontraknya tahun 1997 dengan tim Spanyol ONCE.
4754	Q294372	Adam	Peran terobosannya Adam adalah sebagai Seth Cohen di serial televisi Fox, The O.C.
4755	Q26702	Kardinal	Sebagai pengacara untuk Samuel de Champlain dan penaklukan Quebec, Kardinal mendirikan Compagnie des Cent-Associés dan mengawasi Traktat of Saint-Germain-en-Laye mengembalikan Quebec City ke Prancis di bawah kekuasaan Champlain, setelah permukiman tersebut ditaklukkan oleh pasukan Kirke tahun 1929.
4756	Q117840	Paus Nikolas Ii	Paus Nikolas II dikenal sebagai paus yang membawa perubahan besar dalam reformasi gereja, terutama terkait pemilihan paus, serta melanjutkan semangat reformasi yang dimulai oleh pendahulunya, Paus Leo IX.
4757	Q18421380	Popong Otje Djundjunan	Popong Otje Djundjunan adalah istri dari mantan Wali Kota Bandung, Otje Djundjunan.
4758	Q333567	Li	Para prajurit kini sering melanggar disiplin tetapi hukumannya tidak seberat ketika Li masuk kota dulu.
4759	Q3044933	G. D. H. Cole	Sebagai seorang sosialis libertarian, G. D. H. Cole adalah anggota jangka panjang Fabian Society dan seorang advokat untuk gerakan kooperatif.
4760	Q546756	Avery	Avery adalah juga seorang penulis dan pengajar yang dikenal secara internasional.
4761	Q1805	Balbinus	Masa pemerintahannya Balbinus yang singkat ditandai oleh ketidakstabilan politik dan berakhir dengan pembunuhannya oleh Garda Praetoria.
4763	Q1687172	Jens	Melalui kariernya Jens menunjukkan bahwa Jens adalah seorang spesialis ganda yang bermain bagus, dan dalam permainan kategori campuran ganda campuran, Jens memenangkan lebih dari satu, ketika Jens bermain bersama Mette Schjoldager.
4764	Q6766943	Mark	Mark adalah seorang penulis naskah Inggris yang mengkhususkan diri dalam komedi.
4765	Q237782	Boris	Boris menjabat mulai tanggal 19 November 1999 hingga meninggal dunia pada 26 Februari 2004.
4766	Q17410388	Arby	Arby tercatat sebagai pematung abstrak Indonesia pertama.
4767	Q1140116	Kenneth	Kenneth meninggalkan Mediacorp untuk terus tampil di film-film dari negara asalnya, Hong Kong.
4768	Q80440	Anna	Namun sajak-sajak yang mengagungkan Stalin tersebut dihilangkan dari edisi resmi berbagai karya Anna yang diterbitkan setelah kematian Stalin.
4769	Q309820	Louis	Lalu, pada tahun 1980, Louis menemukan senyawa di endotelium, yang dinamainya faktor relaksasi turunan endotel.
4770	Q44294	Ford Motor Company	Ford Motor Company menempati posisi kedelapan dalam kategori perusahaan terbesar dari Amerika Serikat menurut daftar Majalah Fortune 500 tahun 2010, dengan pendapatan global sebesar 118,3 miliar dolar AS pada tahun 2009.
4771	Q12507466	Putri	Saat ini Putri menjabat sebagai juru bicara di Kementerian BUMN.
4772	Q233966	Caroline Putri Hanover	Caroline Putri Hanover, Putri Hanover adalah Putri Pewaris Monako dan ahli waris dari tahta Monako sejak lahir pada tahun 1957 sampai saudara laki-lakinya Albert lahir pada tahun berikutnya, dan lagi dari kenaikan takhta Albert pada tahun 2005 sampai kelahiran anak kembarnya, keponakannya Gabriella dan Jacques, pada tahun 2014.
4773	Q319943	Elpidio	Elpidio menggantikan Manuel Roxas dan mengakhiri jabatan kepresidenannya pada tahun 1957, saat digantikan oleh Ramon Magsaysay.
4774	Q425821	Mark	Pada bulan Januari 2015, album studio Mark yang keempat yang diberi nama Uptown Special telah dirilis.
4775	Q529528	Tony	Selain itu Tony juga berhasil lomba Indianapolis 500 2013.
4776	Q287887	Harry	Harry lebih banyak menghabiskan hidupnya di luar Kanada, tepatnya di Denham, Buckinhamshire, Inggris.
4777	Q313281	Michel	Michel terkenal karena musik film jazz-nya yang sering menghantui.
4778	Q8750	Michael	Michael banyak memberi ceramah untuk memopulerkan ilmu pengetahuan pada masyarakat umum.
4779	Q1777496	Konstantinus	Pewaris Konstantinus adalah saudaranya Torbeno, yang mungkin telah berhubungan dengannya sebelumnya.
4780	Q219124	Guillermo Del Toro	Guillermo Del Toro telah terpesona sepanjang hidupnya dengan monster, yang dia anggap sebagai simbol kekuatan besar.
4781	Q507763	Thomas	Thomas meninggal dunia pada tanggal 14 Juli 1859 di kota London, Inggris.
4782	Q12511495	Said	Lagu terakhir ini membawanya Said pada puncak kegemilangan.
4783	Q12499710	Muslim	H. Muslim, Ak., M.M.
4784	Q4357050	Mayor	Mayor meninggal dunia dalam perjalanan menuju Belanda di atas kapal Vrouwe Johanna tanggal 2 April 1848.
4785	Q12515782	R. M. T. A. Surjo	Sebelumnya, R. M. T. A. Surjo menjabat sebagai Bupati Magetan dari tahun 1938 hingga tahun 1943.
4786	Q378404	Chakravarti	Chakravarti adalah Gubernur Jenderal India yang terakhir.
4787	Q19745761	Datu	Setelah Datu wafat, dia dibuatkan kubah sehingga masyarakat sekitar bisa berziarah sekaligus mengenang akan jasa-jasanya kepada masyarakat.
4788	Q12497539	Matori Abdul Djalil	Matori Abdul Djalil meninggal dunia akibat stroke yang dideritanya.
4789	Q213749	Huascar	Huascar merupakan kaisar Inca yang ke-12, dan kekuasaannya diteruskan oleh Atahualpa.
4790	Q152824	Susan	Karya paling dikenal buatan Susan meliputi On Photography, Against Interpretation, Styles of Radical Will, The Way We Live Now, Illness as Metaphor, Regarding the Pain of Others, The Volcano Lover dan In America.
4791	Q1010307	Les Plus Beaux Villages De France	Setiap les plus beaux villages de france harus membayar iuran tahunan kepada perkumpulan ini dan pemimpinnya harus menandatangani Piagam Kualitas perkumpulan ini.
4792	Q200194	Victoria	Victoria memulai kariernya sebagai seorang aktris pada usia 10 tahun dan telah muncul di beberapa film dan serial televisi termasuk serial Nickelodeon/YTV/Family Channel, seperti Zoey 101 dan Victorious.
4793	Q315058	Pero Si Katolik	Pero si Katolik didampingi oleh Raymond dari Toulouse, yang mencoba untuk membujuk Pero untuk menghindari pertempuran dan sebaliknya membuat kelaparan pasukan Montfort.
4794	Q704896	Otto	Saudarinya Otto Mathilda adalah biarawati biara yang dikanonisasi di Essen.
4795	Q311495	Abul Qasim Az-Zahrawi	Abul Qasim Az-Zahrawi terkenal melalui karyanya, Al-Tasrif, sebuah ensiklopedia medis yang menjadi referensi utama di Eropa dan dunia Islam selama berabad-abad.
4796	Q723011	Tyler James Williams	Saat ini Tyler James Williams berperan sebagai Gregory Eddie di sitkom Abbott Elementary, di mana Tyler James Williams menerima pujian oleh kritikus dan menerima satu Penghargaan Golden Globe, satu Penghargaan Screen Actors Guild, dan tiga nominasi untuk Primetime Emmy Award untuk Aktor Pendukung Luar Biasa dalam Serial Komedi.
4797	Q461816	Hossain Mohammad Ershad	Hossain Mohammad Ershad berkontribusi pada perkembangan infrastruktur dan pertumbuhan sosial-ekonomi, melepaskan industri-industri utama yang dinasionalisasi.
4798	Q231614	Odette	Odette dikenal untuk perannya dalam film dan televisi, termasuk peran utamanya sebagai Dr. Jessica Adams dalam serial drama medis Fox House, Beth McIntyre dalam film monster Cloverfield, Aubrey Diaz dalam serial drama ABC October Road, Samantha Arias/Reign di Supergirl, dan Nola Longshadow di Banshee.
4799	Q285536	Imelda	Imelda pernah maju sebagai calon Presiden Filipina pada tahun 1992 namun kalah dari Fidel Ramos.
4800	Q12481778	Doddy	di filmnya Doddy kebanyakan berperan sebagai seorang ayah, dokter, dan guru.
4801	Q979930	Godescalco	Setelah membereskan Trasamondo, Liutprando berbalik ke Benevento, di mana Godescalco bersiap-siap untuk melarikan diri Godescalco.
4802	Q264903	Narseh	Sebelum menjadi Raja Persia, Narseh memegang gelar Raja Agung Armenia.
4803	Q3387189	Pierre	Pierre juga merupakan pengarang berbagai macam publikasi ilmiah dan etnografis.
4804	Q76344	Hamzah	Hamzah memulai karier aktivisme di kampus melalui Pergerakan Mahasiswa Islam Indonesia dan di masyarakat melalui Nahdlatul Ulama.
4805	Q12242996	Muslim Bin Uqbah	Muslim Bin Uqbah hidup hingga Muslim Bin Uqbah dikirim oleh Khalifah Yazid bin Muawiyah sebagai komandan pasukan Suriah untuk menumpas pemberontakan penduduk Madinah karena mereka mengusir gubernur Yazid di Madinah.
4806	Q2603391	Ansa	Ansa atau Ansia merupakan istri Desiderius, Raja Lombardia.
4807	Q45901	Thierry	Di luar lapangan, dilatarbelakangi pengalaman pribadinya, Thierry aktif menjadi juru bicara anti rasisme di sepak bola.
4808	Q27449	Eropa	Artinya Eropa relatif, tanpa batas yang ditetapkan.
4809	Q310971	Cha	Saat ini Cha bermain untuk Fortuna Duesseldorf dan untuk tim nasional Korea Selatan.
4810	Q16172449	Ladya	Ladya memulai kariernya dari modeling dengan menjadi semifinalis pada ajang Gadis Sampul 1996.
4811	Q699303	Chen	Chen berasal dari Fujian, Tiongkok, dan berpengalaman baik dalam pena dan pedang.
4812	Q180932	Francois	Francois merupakan pelukis dan seniman dekoratif paling terkenal abad ke-18.
4813	Q758698	Audelais	Liutprando, Raja Langobardi turun tangan dan menyingkirkan baik Gisulfo dan Audelais dan menempatkan calonnya sendiri, Gregorio, ke atas takhta Audelais.
4814	Q362271	Satoshi	Karier solo di dunia musik dimulainya Satoshi sejak tahun 1995, Satoshi menjadi terkenal sejak menyanyikan lagu-lagu solonya seperti "Kyo to Kyo", "Asahi wo Mi ni Ikou yo", "Machi Ga Irozuku Koro", "Oretachi no Song", "Ready to Fly", "Song for Me" dan masih banyak lagi.
4815	Q485529	Alexander	Alexander dikenal sebagai pemain drama dan "Dancing with the Stars" versi Rusia.
4816	Q5210766	Dalem	Dalem Pemayun atau Dalem Pemayun Bekung atau Sri Aji Pemayun Kepakisan adalah Raja Bali ke-V dari Wangsa Kepakisan yang memerintah Kerajaan Gelgel pada tahun 1551 sampai 1582 Masehi.
4817	Q7357593	Roelof	Menurut Midas List yang dirilis Forbes, Roelof merupakan pemodal usaha terkaya ke-22 pada tahun 2008 dan 26 pada tahun 2009.
4818	Q2520202	Erzsebet Dari Hongaria	Erzsebet dari Hongaria adalah putri Raja Géza II dari Hungaria dan Euphrosyne dari Kiev.
4819	Q15873	Brian	Sebagai anggota Queen, May dianggap sebagai musisi virtuoso dan Brian diidentifikasi dengan suara khas yang diciptakan melalui karya gitar berlapisnya, sering menggunakan gitar listrik buatan rumah yang disebut Red Special.
4820	Q48246	Ernst	Ernst menyebarluaskan karya Charles Darwin di Jerman, serta mengembangkan teori rekapitulasi yang kontroversial dan sekarang ditinggalkan.
4821	Q334090	Sun	Sun juga menulis Dia Bing Fa yang ditemukan tahun 1972 dalam penggalian arkeologi setelah hilang selama hampir 2000 tahun.
4822	Q3695529	Konstantinus I Dari Gallura	Konstantinus I Dari Gallura I merupakan seorang Giudice Gallura kemungkinan dari sebelum tahun 1065 sampai suatu hari sebelum tahun 1100.
4823	Q151034	Kevin-Prince	Boateng mewakili negara kelahirannya secara internasional di tingkat pemuda; Kevin-Prince memilih untuk mewakili Ghana di level senior sebanyak 15 kali antara tahun 2010 dan 2014—mencetak dua gol—dan mewakili mereka di Piala Dunia FIFA 2010 dan 2014.
4824	Q560094	Uday	Uday bekerja sebagai asisten sutradara di sejumlah film milik ayah dan kakaknya di bawah bendera Yash Raj Films.
4825	Q735440	John	John berkolaborasi dengan sutradara Ron Clements dalam menyutradarai film The Little Mermaid, Aladdin, The Princess and the Frog dan Moana.
4826	Q669181	James F. Crow	Murid lulusan dan pasca-kelulusannya meliputi Alexey Kondrashov, James F. Crow Bull, Joe Felsenstein, Russell Lande, Dan Hartl, Takeo Maruyama, Terumi Mukai, Wen-Hsiung Li, Chung-I Wu, Charles Langley, James F. Crow F. Crow, dan lain-lain.
4827	Q295684	Michael Stuart Brown	Pada 1985, Michael Stuart Brown dianugerahi Penghargaan Nobel dalam Fisiologi atau Kedokteran bersama Joseph Leonard Goldstein atas penjelasan mengenai pengaturan metabolisme kolesterol.
4828	Q1580973	Oeming	Prof. Dr. Oeming adalah seorang profesor Perjanjian Lama di Fakultas Teologi Universitas Heidelberg Jerman.
4829	Q12518231	Sutan Muchtar Abidin	Prof. Sutan Muchtar Abidin atau biasa ditulis SM Abidin adalah seorang pejuang, pengajar dan politisi Indonesia.
4830	Q223156	Santiago Bernabeu Yeste	Santiago Bernabeu Yeste kemudian terpilih menjadi presiden klub tersebut pada era 1940-an dan ia sukses membangun Real Madrid menjadi sebuah klub yang besar dan sukses di daratan Spanyol dan Eropa.
4831	Q12524513	Wieke	Wieke mengawali karirnya pada tahun 1977 dengan membintangi film Saritem Penjual Jamu bersama Siska Karabety.
4832	Q12325	James	James menjabat pada tahun 1857 - 1861.
4833	Q297576	Hugues De Payens	Bersama dengan Santo Bernardus dari Clairvaux, Hugues De Payens membuat Hukum Latin, tata-tertib perilaku para anggota Ordo Bait Allah.
4834	Q203751	Mesir	Dewi pelindung mesir adalah Nekhbet, seekor burung manyar.
4835	Q2073673	Charles Ferdinand Pahud	Charles Ferdinand Pahud adalah anak seorang kepala sekolah yang berasal dari Lausanne, Swiss.
4836	Q718415	Richard Russell Jr.	Selama berdekade-dekade, Richard Russell Jr. russell, jr. menjadi pemimpin oposisi Kawasan Selatan terhadap gerakan hak sipil.
4837	Q169234	Abu Bakr Ar-Razi	Abu Bakr Ar-Razi sejak muda telah mempelajari filsafat, kimia, matematika dan kesastraan.
4838	Q1204764	Whittaker	Pada 1948, Whittaker membocorkan soal pengintaian komunis, sehingga meraih sanjungan dari kaum Konservatif Amerika Serikat.
4839	Q222616	James	James menjadi raja Skotlandia pada tanggal 10 Agustus 1460.
4840	Q379814	Maudgalyayana	Kemampuan yang dimiliki Maudgalyayana termasuk kemampuan membaca pikiran guna mengetahui kebohongan dari kebenaran, keluar dari tubuh fisiknya dan mengunjungi berbagai alam keberadaan, berbicara dengan para arwah dan dewa-dewa.
4841	Q189718	Zenodotos Dari Efesos	Zenodotos dari Efesos juga memiliki peranan penting bagi perpustakaan Ptolomaeus II di Alexandria.
4842	Q184862	John	John membagi Nobel Ekonomi yang diterimanya dengan Kenneth Arrow pada tahun 1972.
4844	Q221145	Maria	Maria memerintah dari tahun 1826 hingga tahun 1828 dan berkuasa kembali pada tahun 1834 hingga tahun 1853.
4845	Q7070803	Nyai Ahmad Dahlan	Siti Walidah dipanggil pula sebagai Nyai Ahmad Dahlan.
4846	Q10218	Rahul	Setelah kinerja buruknya dalam pemilu, Rahul mengundurkan diri sebagai pemimpin partai dan digantikan oleh ibunya, Sonia Gandhi.
4847	Q48767	Sviatoslav	Sviatoslav meraih gelar Doktor dalam teologi di Universitas Kepausan Santo Thomas Aquinas dengan predikat Summa cum laude, dan merupakan salah seorang uskup termuda dalam Gereja Katolik.
4848	Q484359	Raja	Raja dikenal atas dukungannya kepada Konfusianisme dan memperbaharui urusan-urusan negara di awal masa pemerintahannya, meskipun politik porak poranda dan kepemimpinannya yang lemah selama serangan Jepang ke Korea merusak masa-masa akhir pemerintahannya.
4849	Q159778	Michelle	Setelah jeda lainnya, Michelle kembali menjadi terkenal pada tahun 2017 dengan penampilannya di Where Is Kyra?, Mother!, dan Murder on the Orient Express, dan menerima nominasi Primetime Emmy Award pertamanya untuk perannya sebagai Ruth Madoff di The Wizard of Lies.
4850	Q60334	Philipp	Pada tahun 1934 Philipp diangkat sebagai ketua Führerkansliet di Berlin.
4851	Q903209	Pierre	Pierre dilahirkan pada 17 Mei 1763 di Nevers, Prancis.
4852	Q12472217	Annie	Annie adalah penyanyi keroncong tahun 1927–1943.
4853	Q25469908	Avent	Selain bermain film, Avent juga sempat terjun ke dunia musik dan mengeluarkan album berjudul Disini Hanya Ada Cintamu pada tahun 1982 di bawah bendera AA Records dan distribusikan oleh Musica Studio's.
4854	Q19748764	Tan Liok Tiauw Sia	Tan Liok Tiauw Sia saat ini paling dikenal sebagai tuan tanah terakhir dari Batoe-Tjepper, yang kini menjadi Batuceper.
4855	Q5991107	Ifa	Ifa menyelesaikan studinya di Jurusan Televisi Institut Seni Indonesia Yogyakarta pada tahun 2007.
4856	Q158140	Putri Beatrice Dari Britania Raya	Raja Felipe VI dari Spanyol adalah anak buyut Putri Beatrice Dari Britania Raya.
4857	Q12508887	Ronald	Ronald juga masih menjadi session drummer untuk grup Magenta Orchestra.
4858	Q16162417	Ahmad Abdul Qodir Jaelani	Ahmad Abdul Qodir Jaelani juga merupakan basis dari grup musik The Lucky Laki, Dewa 19 dan juga pemain gitaris sekaligus penyanyi dari grup musik Backdoor dan Qodir.
4859	Q2017913	Hugh	Pada tahun 1192, sebuah kompromi disepakati di Oristano dimana Hugh, putra sulung Barisone dengan istri pertamanya Pellegrina di Lacon, diakui sebagai wakil-Giudicato.
4860	Q2149289	Richard D. Wolff	Pada 1988 richard d. wolff ikut mendirikan jurnal Rethinking Marxism.
4861	Q238334	Blanche Dari Lancaster	Blanche Dari Lancaster menikah dengan Ralph de Stafford dan kemudian Wilhelm I dari Bayern; namun Blanche Dari Lancaster tidak memiliki keturunan sehingga adiknya menjadi ahli waris gelar-gelar dan wilayah ayahanda mereka.
4862	Q166092	Camillo	Setelah dilancarkannya program perluasan sistem kereta api, Camillo diangkat sebagai Perdana Menteri pada tahun 1852.
4863	Q3150542	Indra	Indra juga tampil dalam sejumlah film berbahasa Gujarati sebagai komedian atau pemeran utama kedua pada karakter protagonis.
4864	Q31174075	Djoko	Selama pagelaran pameran sehari semalam tersebut, Djoko hanya menampilkan satu buah lukisan.
4865	Q12522937	Ugo	Karya-karya seninya Ugo meliputi berbagai media dan telah dipamerkan dalam beberapa pameran, baik tunggal maupun kolektif, dalam dan luar negeri.
4866	Q272224	Norman	norman terlahir sebagai Norman Angell, tetapi kemudian membuang nama Angell.
4867	Q25858185	Christine	Christine dinominasikan pada Academy Award untuk Aktris Terbaik atas penampilannya sebagai Collins.
4868	Q313223	Nadab	Nadab memerintah 2 tahun di Tirza.
4869	Q354534	David	David lahir di Vancouver, British Columbia, Kanada.
4870	Q220746	Sorin	Sorin menyatakan pensiun dari sepak bola pada bulan Juli 2009.
4871	Q336363	Ali	Ali adalah putra dari Ayatollah Hashem Amoli.
4872	Q158745	Juhi	Setelah memenangkan kontes kecantikan Miss India 1984, Juhi membuktikan dirinya sebagai salah satu aktris terkemuka di sinema Hindi dari akhir 1980-an hingga awal 2000-an.
4873	Q207179	Bill	Bill memulai karirnya dengan Everyman Theatre, Liverpool, dan memulai debutnya di London dengan Royal National Theatre dimulai dengan The Illuminatus!
4874	Q60302	Hermann	Hermann menikah dengan seorang kaligafer dan desainer huruf bernama Gudrun Zapf von Hesse.
